line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
30799,T006858,P0138,PR026,2.0,9.26
30800,T006859,P0182,PR007,0.0,0.0
30801,T006859,P0185,PR020,2.0,232.15
30802,T006859,P0180,,5.0,970.55
30803,T006859,P0013,PR017,2.0,
30804,T006860,P0169,PR006,1.0,43.68
30805,T006860,P0189,PR001,5.0,583.4
30806,T006860,P0076,,4.0,307.48
30807,T006860,P0181,PR009,5.0,927.05
30808,T006861,P0139,PR010,3.0,61.65
30809,T006861,P0003,PR001,4.0,141.16
30810,T006861,P0010,PR025,2.0,230.62
30811,T006862,P0120,PR008,1.0,29.08
30812,T006862,P0166,,2.0,170.66
30813,T006862,P0019,PR001,-2.0,-257.74
30814,T006862,P0019,PR013,3.0,386.61
30815,T006863,P0057,,2.0,106.4
30816,T006863,P0109,PR022,4.0,150.6
30817,T006863,P0085,PR012,-3.0,-91.98
30818,T006863,P0173,PR024,4.0,434.36
30819,T006863,P0069,PR005,4.0,159.92
30820,T006863,P0102,PR012,5.0,276.85
30821,T006864,P0012,PR007,2.0,375.3
30822,T006864,P0145,PR003,4.0,74.72
30823,T006864,P0070,PR017,4.0,71.84
30824,T006864,P0157,PR008,1.0,50.62
30825,T006864,P0170,,2.0,142.54
30826,T006864,P0171,PR004,5.0,126.5
30827,T006864,P0146,PR020,4.0,23.76
30828,T006865,P0042,,2.0,105.44
30829,T006866,P0116,PR007,1.0,21.79
30830,T006866,P0138,PR016,5.0,23.15
30831,T006867,P0061,PR016,4.0,297.28
30832,T006868,P0060,PR010,5.0,
30833,T006868,P0129,PR013,5.0,150.25
30834,T006868,P0010,PR003,1.0,120.84
30835,T006868,P0157,PR028,3.0,151.86
30836,T006868,P0023,PR017,5.0,94.95
30837,T006869,P0178,PR004,3.0,650.88
30838,T006869,P0117,PR022,3.0,63.16
30839,T006870,P0159,,5.0,320.1
30840,T006870,P0010,PR005,3.0,345.93
30841,T006870,P0166,PR019,1.0,85.33
30842,T006870,P0195,PR024,2.0,576.98
30843,T006870,P0134,,4.0,93.04
30844,T006870,P0037,,3.0,303.63
30845,T006871,P0171,PR017,1.0,25.3
30846,,P0138,PR012,4.0,18.52
30847,T006873,P0120,PR007,5.0,145.4
30848,T006873,P0032,,,59.9
30849,T006873,P0068,PR028,4.0,275.2
30850,T006874,P0027,,3.0,420.12
30851,T006874,P0164,,0.0,0.0
30852,T006874,P0082,PR015,3.0,35.49
30853,T006874,P0056,,4.0,54.68
30854,T006874,P0141,PR004,4.0,
30855,T006875,P0057,PR017,1.0,53.2
30856,T006876,P0136,PR010,5.0,48.45
30857,T006876,P0178,PR005,3.0,650.88
30858,T006876,P0092,,5.0,214.8
30859,T006876,P0083,,4.0,57.68
30860,T006876,P0170,PR007,5.0,356.35
30861,T006876,P0119,PR016,1.0,20.57
30862,T006876,P0095,,3.0,
30863,T006877,P0048,PR015,-2.0,-166.7
30864,T006877,P0092,,5.0,214.8
30865,T006877,P0059,PR025,4.0,246.56
30866,T006877,P0012,PR005,4.0,750.6
30867,T006877,P0121,,-1.0,-19.36
30868,T006877,P0102,,0.0,0.0
30869,T006877,P0014,PR009,3.0,50.37
30870,T006877,P0011,PR009,5.0,
30871,T006878,P0116,PR030,3.0,65.37
30872,T006878,P0180,PR013,4.0,776.44
30873,T006878,P0188,PR027,3.0,641.7
30874,T006878,P0057,PR018,-1.0,-53.2
30875,T006878,P0027,PR006,4.0,560.16
30876,T006878,P0186,PR004,2.0,444.08
30877,T006878,P0196,PR023,2.0,584.12
30878,T006879,P0066,PR018,-5.0,-160.45
30879,T006879,P0127,PR010,5.0,106.5
30880,T006880,P0134,PR015,3.0,69.78
30881,T006881,P0060,,1.0,11.94
30882,T006881,P0091,PR014,4.0,125.24
30883,T006881,P0115,,3.0,97.59
30884,T006882,P0154,PR016,2.0,162.54
30885,T006883,P0004,,4.0,765.84
30886,T006884,P0140,,5.0,84.85
30887,T006884,P0095,,5.0,
30888,T006884,P0167,PR018,1.0,33.28
30889,T006884,P0090,,5.0,65.65
30890,T006884,P0061,PR018,2.0,148.64
30891,T006885,P0004,PR015,3.0,574.38
30892,T006886,P0170,PR023,0.0,0.0
30893,T006886,P0145,PR029,5.0,93.4
30894,T006886,P0163,,5.0,312.2
30895,T006886,P0112,PR030,2.0,68.64
30896,T006887,P0011,,1.0,
30897,T006887,P0002,PR030,4.0,479.72
30898,T006887,P0038,,5.0,276.3
30899,T006887,P0015,PR030,2.0,353.64
30900,T006887,P0188,PR018,2.0,427.8
30901,T006888,P0074,PR002,4.0,134.84
30902,T006889,P0057,,3.0,159.6
30903,T006889,P0196,,3.0,876.18
30904,T006890,P0162,PR007,4.0,336.12
30905,T006890,P0021,,4.0,162.56
30906,T006891,P0090,PR018,4.0,53.24
30907,T006891,P0186,PR027,4.0,888.16
30908,T006891,P0025,PR003,,394.08
30909,T006891,P0175,,3.0,98.4
30910,T006892,P0167,,4.0,133.12
30911,T006892,P0044,,4.0,143.28
30912,T006893,P0190,PR022,4.0,94.32
30913,T006893,P0089,PR026,5.0,116.1
30914,T006894,P0032,,2.0,23.96
30915,T006894,P0151,PR024,5.0,118.5
30916,T006894,,PR030,2.0,
30917,T006894,P0190,,3.0,70.74
30918,T006894,P0142,PR006,1.0,20.7
30919,T006894,P0131,PR009,2.0,72.32
30920,T006894,P0174,PR020,2.0,307.34
30921,T006894,P0010,PR030,3.0,345.93
30922,T006895,P0067,,1.0,35.12
30923,T006895,P0101,PR026,5.0,242.45
30924,T006895,P0086,,0.0,0.0
30925,T006895,P0048,PR011,3.0,250.05
30926,T006895,P0050,PR006,4.0,34.16
30927,T006895,P0169,PR002,2.0,87.36
30928,T006896,P0003,PR011,3.0,105.87
30929,T006897,P0185,PR010,1.0,112.95
30930,,P0181,,1.0,185.41
30931,T006897,P0067,PR020,5.0,175.6
30932,T006898,P0030,PR003,5.0,109.95
30933,T006898,P0065,PR024,4.0,307.84
30934,T006898,P0117,PR030,3.0,52.92
30935,T006898,,PR014,1.0,32.28
30936,T006898,P0074,PR001,2.0,67.42
30937,T006898,P0174,PR013,4.0,614.68
30938,T006898,P0019,PR023,5.0,644.35
30939,T006899,P0096,,3.0,46.8
30940,T006899,P0070,PR024,3.0,53.88
30941,T006899,P0131,PR007,3.0,108.48
30942,T006899,P0165,PR025,3.0,193.35
30943,T006899,P0153,PR002,3.0,
30944,T006899,P0178,,2.0,433.92
30945,T006899,P0083,,1.0,14.42
30946,T006899,P0115,,3.0,97.59
30947,,P0188,PR012,1.0,213.9
30948,T006900,P0019,PR029,3.0,386.61
30949,T006900,P0044,PR005,2.0,71.64
30950,T006900,P0176,PR013,2.0,322.6
30951,T006900,,PR027,4.0,212.8
30952,T006900,P0037,PR023,1.0,101.21
30953,T006901,P0056,PR021,2.0,27.34
30954,T006901,P0052,PR022,3.0,296.82
30955,T006902,P0105,PR024,5.0,172.5
30956,T006902,P0192,PR003,4.0,869.2
30957,T006902,P0074,,3.0,101.13
30958,T006902,P0101,PR019,4.0,193.96
30959,T006902,P0059,PR001,3.0,184.92
30960,T006902,P0157,PR019,2.0,101.24
30961,T006902,P0009,,2.0,91.54
30962,T006903,P0020,PR026,,64.56
30963,T006903,P0151,PR025,1.0,23.7
30964,T006903,P0062,PR016,3.0,212.04
30965,T006903,P0169,PR018,3.0,131.04
30966,T006903,P0070,PR014,4.0,71.84
30967,T006903,P0037,,4.0,404.84
30968,T006903,P0076,PR018,4.0,307.48
30969,T006903,P0107,PR006,1.0,64.87
30970,T006904,P0095,PR021,2.0,
30971,T006904,P0099,PR013,5.0,169.5
30972,T006904,P0005,PR022,3.0,532.68
30973,T006904,P0102,PR011,5.0,276.85
30974,T006904,P0119,,2.0,41.14
30975,T006904,P0170,PR016,2.0,142.54
30976,T006904,P0018,PR017,3.0,454.05
30977,T006904,P0116,PR027,3.0,65.37
30978,T006905,P0004,PR016,5.0,957.3
30979,T006905,P0167,PR010,1.0,33.28
30980,T006905,P0076,PR023,5.0,384.35
30981,T006905,P0044,,3.0,107.46
30982,T006906,P0183,PR022,3.0,844.86
30983,T006906,P0041,PR023,1.0,36.58
30984,T006906,P0072,PR020,2.0,18.74
30985,T006906,P0032,,2.0,23.96
30986,T006907,P0147,PR001,4.0,38.8
30987,T006907,P0165,PR007,3.0,193.35
30988,T006907,P0193,PR015,4.0,86.32
30989,T006907,P0141,PR028,1.0,18.31
30990,T006907,P0184,PR024,5.0,266.2
30991,T006907,P0156,PR010,4.0,44.12
30992,T006907,P0183,PR030,2.0,563.24
30993,T006908,P0134,PR009,5.0,116.3
30994,T006908,P0086,,5.0,133.15
30995,T006908,P0161,PR003,3.0,110.7
30996,T006908,P0078,PR026,2.0,49.98
30997,T006908,P0066,PR017,2.0,64.18
30998,T006909,P0011,PR006,1.0,
30999,T006909,P0031,PR021,0.0,0.0
31000,T006909,P0146,PR019,5.0,29.7
31001,T006909,P0037,PR003,1.0,101.21
31002,T006909,P0175,,0.0,0.0
31003,T006910,P0006,PR013,2.0,309.44
31004,T006910,P0035,,4.0,188.16
31005,T006910,P0070,PR024,3.0,53.88
31006,T006910,P0178,PR010,5.0,1084.8
31007,T006910,P0184,PR017,1.0,53.24
31008,T006910,P0040,PR015,3.0,221.85
31009,T006910,P0065,PR026,5.0,384.8
31010,T006911,P0035,PR023,5.0,235.2
31011,T006911,P0006,PR027,4.0,618.88
31012,T006911,P0109,PR014,1.0,37.65
31013,T006912,P0146,PR006,2.0,9.62
31014,T006913,P0129,PR012,4.0,120.2
31015,T006913,P0162,,4.0,336.12
31016,T006913,P0110,PR004,2.0,21.1
31017,T006913,P0042,PR029,2.0,105.44
31018,T006913,P0115,PR012,1.0,32.53
31019,T006913,P0067,PR017,2.0,70.24
31020,T006913,P0053,PR015,5.0,195.15
31021,T006914,P0166,,2.0,170.66
31022,T006914,P0098,PR029,5.0,110.5
31023,T006914,P0017,PR008,2.0,72.68
31024,T006914,P0009,PR011,3.0,137.31
31025,T006914,P0106,PR008,3.0,126.42
31026,T006914,P0147,PR010,5.0,48.5
31027,T006914,P0157,PR003,5.0,253.1
31028,T006914,P0108,PR013,4.0,175.0
31029,T006915,P0066,,2.0,64.18
31030,T006915,P0172,PR006,3.0,109.38
31031,T006915,P0087,PR021,3.0,47.13
31032,T006915,P0178,,,650.88
31033,T006915,P0096,PR021,4.0,62.4
31034,T006915,P0127,PR027,4.0,85.2
31035,T006915,P0045,PR001,2.0,98.4
31036,T006916,P0182,PR011,2.0,333.9
31037,,P0157,PR006,4.0,202.48
31038,T006916,P0050,PR024,1.0,8.54
31039,T006916,P0116,,4.0,87.16
31040,T006916,P0050,PR003,3.0,25.62
31041,T006916,,,1.0,47.04
31042,T006917,P0118,,5.0,110.45
31043,T006918,P0006,,5.0,773.6
31044,T006918,P0187,PR027,2.0,579.76
31045,T006918,P0008,PR018,4.0,104.84
31046,T006919,P0177,PR025,1.0,214.65
31047,T006919,P0012,PR016,4.0,750.6
31048,T006919,P0143,,2.0,6.44
31049,T006919,P0072,PR010,1.0,9.37
31050,T006920,P0020,,3.0,95.06
31051,T006921,P0055,PR007,5.0,312.6
31052,T006921,P0106,,5.0,210.7
31053,T006921,P0156,PR024,5.0,55.15
31054,T006921,P0171,PR005,5.0,126.5
31055,T006922,P0068,PR020,3.0,206.4
31056,T006923,P0169,PR003,4.0,174.72
31057,T006923,P0015,PR015,3.0,530.46
31058,T006923,P0042,PR001,-2.0,-105.44
31059,T006923,P0031,,2.0,147.04
31060,T006923,P0029,PR025,3.0,387.72
31061,T006924,P0079,PR006,3.0,145.32
31062,T006924,P0010,PR010,2.0,230.62
31063,T006924,P0050,,4.0,34.16
31064,T006924,P0014,,1.0,16.79
31065,T006924,P0132,PR016,2.0,68.8
31066,T006925,P0066,PR006,4.0,128.36
31067,T006925,P0162,PR028,3.0,252.09
31068,T006925,P0058,PR029,5.0,110.7
31069,T006925,P0022,PR019,3.0,96.84
31070,T006925,P0045,PR017,5.0,246.0
31071,T006926,P0183,PR008,3.0,844.86
31072,T006926,P0145,PR006,4.0,74.72
31073,T006926,P0105,,5.0,172.5
31074,T006926,P0098,,1.0,22.1
31075,T006926,P0019,PR017,3.0,386.61
31076,T006926,P0079,PR025,4.0,193.76
31077,T006927,P0061,,4.0,297.28
31078,T006927,P0019,PR004,2.0,257.74
31079,T006927,P0187,PR004,5.0,1449.4
31080,T006927,P0003,PR012,5.0,176.45
31081,T006927,P0169,PR025,-5.0,-218.4
31082,T006927,P0134,PR014,4.0,93.04
31083,T006928,P0051,PR001,-1.0,-40.2
31084,T006928,P0108,PR022,2.0,87.5
31085,T006929,P0031,PR009,4.0,294.08
31086,T006930,P0175,PR013,4.0,131.2
31087,T006931,P0001,PR011,1.0,188.28
31088,T006931,P0092,,1.0,42.96
31089,T006931,P0087,PR014,5.0,78.55
31090,T006931,P0113,PR021,4.0,204.28
31091,T006931,P0067,PR008,5.0,175.6
31092,T006931,P0134,PR023,-5.0,-116.3
31093,T006932,P0124,PR009,5.0,111.95
31094,T006932,P0196,,1.0,292.06
31095,T006932,P0034,PR016,-1.0,-95.35
31096,T006932,P0152,,5.0,138.4
31097,T006932,P0071,,2.0,75.74
31098,T006932,P0040,,5.0,369.75
31099,T006932,P0091,,1.0,31.31
31100,T006932,P0022,PR020,4.0,129.12
31101,T006933,P0093,PR024,3.0,138.3
31102,T006933,P0154,PR004,5.0,406.35
31103,,P0116,PR021,4.0,87.16
31104,T006933,P0050,PR024,4.0,34.16
31105,T006933,P0029,PR028,3.0,387.72
31106,T006934,P0156,PR002,3.0,33.09
31107,T006935,P0187,PR001,4.0,1159.52
31108,T006935,P0138,PR018,5.0,23.15
31109,T006935,P0160,PR017,4.0,121.44
31110,T006935,P0184,PR018,3.0,159.72
31111,T006935,P0068,PR004,5.0,344.0
31112,T006935,P0093,,2.0,92.2
31113,T006935,P0153,PR006,3.0,74.31
31114,T006935,P0162,PR019,5.0,420.15
31115,T006936,P0055,PR008,2.0,125.04
31116,T006936,P0115,,-2.0,-65.06
31117,T006936,P0051,,0.0,0.0
31118,T006936,P0153,PR023,3.0,74.31
31119,T006936,P0006,PR025,2.0,309.44
31120,T006936,P0193,PR009,5.0,107.9
31121,T006936,P0121,PR007,4.0,77.44
31122,T006937,P0016,PR026,2.0,352.7
31123,T006937,P0128,PR015,3.0,102.96
31124,T006937,P0177,PR017,3.0,643.95
31125,T006937,P0019,PR009,4.0,515.48
31126,T006937,P0042,PR015,1.0,52.72
31127,T006937,P0013,PR012,1.0,
31128,T006937,P0064,,4.0,121.4
31129,T006938,P0026,PR005,1.0,115.59
31130,T006938,P0156,,-3.0,-33.09
31131,T006938,P0095,PR021,5.0,
31132,T006939,P0142,PR022,5.0,103.5
31133,T006939,P0069,PR015,5.0,199.9
31134,T006939,P0001,PR002,4.0,745.8
31135,T006939,P0132,,3.0,97.2
31136,T006939,,PR005,2.0,180.12
31137,T006939,P0049,PR026,1.0,40.02
31138,T006939,,PR001,1.0,36.58
31139,T006939,P0139,PR029,1.0,20.55
31140,T006940,P0099,PR015,2.0,67.8
31141,T006940,P0122,,,120.36
31142,T006941,P0045,,5.0,246.0
31143,T006941,P0100,PR018,1.0,2785.0
31144,T006941,P0040,PR014,1.0,73.95
31145,T006941,P0156,,5.0,58.48
31146,T006941,P0090,PR001,5.0,65.65
31147,T006941,,PR012,1.0,70.68
31148,T006941,P0146,PR003,3.0,17.82
31149,T006942,P0128,PR030,5.0,171.6
31150,T006942,P0118,PR012,,66.27
31151,T006942,P0180,PR010,2.0,388.22
31152,T006942,P0163,,3.0,187.32
31153,T006942,P0075,PR021,,29.13
31154,T006943,P0144,,5.0,60.25
31155,T006943,P0103,PR025,3.0,48.15
31156,T006943,P0182,PR019,4.0,667.8
31157,T006943,P0163,PR027,2.0,124.88
31158,T006943,P0069,PR002,2.0,79.96
31159,T006943,P0109,PR008,1.0,37.65
31160,T006944,P0142,PR011,5.0,103.5
31161,T006945,P0003,PR003,2.0,70.58
31162,T006945,P0196,,4.0,1168.24
31163,T006945,P0139,PR001,4.0,82.2
31164,T006945,P0114,PR021,2.0,108.76
31165,,P0088,PR017,5.0,35.7
31166,T006946,P0148,PR004,3.0,41.46
31167,T006946,P0180,,4.0,776.44
31168,T006946,P0044,PR006,4.0,143.28
31169,T006947,P0124,,5.0,111.95
31170,T006947,P0105,PR012,1.0,34.5
31171,T006948,P0156,PR023,3.0,33.09
31172,T006949,P0009,,2.0,91.54
31173,T006949,P0192,,5.0,1086.5
31174,T006949,P0096,,4.0,62.4
31175,T006949,P0019,PR019,1.0,128.87
31176,T006949,P0069,PR006,5.0,199.9
31177,T006949,P0013,,,
31178,T006949,P0002,,2.0,239.86
31179,T006950,P0004,PR018,3.0,574.38
31180,T006951,P0068,PR022,1.0,68.8
31181,T006951,P0106,PR022,1.0,42.14
31182,T006951,P0132,PR003,4.0,137.6
31183,T006951,P0066,PR024,5.0,160.45
31184,T006951,P0031,PR021,4.0,294.08
31185,T006951,P0191,PR015,2.0,455.76
31186,T006952,P0024,PR013,5.0,564.25
31187,T006952,P0066,PR017,3.0,96.27
31188,T006952,,PR007,1.0,13.82
31189,T006952,P0049,,3.0,120.06
31190,T006952,P0015,PR001,2.0,353.64
31191,T006953,P0078,,4.0,99.96
31192,T006953,P0178,PR005,3.0,650.88
31193,T006953,P0081,PR003,2.0,88.86
31194,T006953,P0103,,2.0,32.1
31195,T006953,P0125,PR004,3.0,80.34
31196,T006953,P0179,PR020,1.0,147.89
31197,T006954,P0095,PR022,2.0,
31198,T006954,P0012,PR025,3.0,562.95
31199,T006955,P0077,PR014,1.0,57.66
31200,T006955,P0174,,5.0,768.35
31201,T006955,P0003,,3.0,105.87
31202,T006955,P0083,PR021,1.0,14.42
31203,T006955,P0118,PR014,2.0,44.18
31204,T006955,P0177,,4.0,858.6
31205,T006956,P0097,PR011,4.0,125.04
31206,T006956,P0090,,2.0,26.26
31207,T006956,P0140,PR025,5.0,84.85
31208,T006957,P0036,PR013,1.0,141.97
31209,T006957,P0042,PR021,1.0,52.72
31210,T006957,P0067,PR026,5.0,175.6
31211,T006957,P0093,PR016,1.0,46.1
31212,T006957,P0084,PR026,5.0,92.35
31213,T006957,P0080,PR022,2.0,95.2
31214,T006957,P0068,PR029,3.0,206.4
31215,T006958,P0162,,0.0,0.0
31216,T006958,P0192,PR025,5.0,1086.5
31217,T006958,P0126,PR025,1.0,28.34
31218,T006958,P0110,PR016,5.0,52.75
31219,T006958,P0183,PR007,2.0,563.24
31220,T006958,P0027,PR013,0.0,0.0
31221,T006959,P0195,,5.0,1442.45
31222,T006959,P0036,PR015,3.0,425.91
31223,,P0167,,1.0,33.28
31224,T006959,P0172,PR015,4.0,146.73
31225,T006959,P0046,,1.0,97.9
31226,T006959,P0164,,0.0,0.0
31227,T006959,P0169,PR005,4.0,174.72
31228,T006959,P0166,PR010,5.0,342.75
31229,T006960,P0136,,1.0,9.69
31230,T006960,P0024,,4.0,451.4
31231,T006960,P0067,PR012,3.0,105.36
31232,T006960,P0139,,2.0,41.1
31233,T006960,P0089,PR013,3.0,69.66
31234,T006960,P0129,,1.0,30.05
31235,T006961,P0047,PR012,3.0,53.97
31236,T006961,P0195,PR007,3.0,865.47
31237,T006961,P0168,PR017,4.0,328.32
31238,T006961,P0004,PR005,4.0,765.84
31239,T006962,P0183,,4.0,1126.48
31240,T006962,P0097,PR012,2.0,62.52
31241,T006962,P0003,PR019,3.0,105.87
31242,T006962,,PR027,2.0,46.44
31243,T006962,P0120,,1.0,29.08
31244,T006962,P0018,PR014,3.0,454.05
31245,T006963,P0144,PR012,4.0,49.7
31246,T006963,P0057,PR017,5.0,266.0
31247,T006963,P0093,,1.0,46.1
31248,T006963,P0175,PR022,4.0,131.2
31249,T006963,P0196,PR005,4.0,1168.24
31250,T006964,P0052,PR012,1.0,98.94
31251,T006964,P0123,PR016,5.0,169.65
31252,T006964,P0174,,5.0,768.35
31253,T006964,P0180,,5.0,970.55
31254,T006965,P0048,PR014,3.0,250.05
31255,T006965,P0014,PR019,2.0,33.58
31256,T006965,P0062,,1.0,70.68
31257,T006965,P0043,PR017,2.0,82.2
31258,T006965,P0147,PR022,2.0,19.4
31259,T006966,P0171,PR019,2.0,50.6
31260,T006966,P0104,PR003,4.0,96.84
31261,T006966,P0124,PR003,3.0,67.17
31262,T006966,P0165,PR017,4.0,257.8
31263,T006966,P0022,,4.0,129.12
31264,T006966,P0144,PR027,2.0,24.1
31265,T006967,P0037,PR027,4.0,404.84
31266,T006967,P0133,PR023,1.0,39.86
31267,T006967,P0194,PR012,3.0,409.38
31268,T006967,P0184,PR019,4.0,212.96
31269,T006967,P0116,,1.0,
31270,T006967,P0151,PR028,3.0,71.1
31271,T006967,P0059,,1.0,61.64
31272,T006968,P0191,PR020,2.0,455.76
31273,T006968,P0187,,1.0,289.88
31274,T006968,P0091,PR024,3.0,93.93
31275,T006969,P0116,PR021,1.0,21.79
31276,T006969,P0051,PR007,1.0,40.2
31277,T006970,P0187,PR015,3.0,869.64
31278,T006970,P0179,PR015,1.0,147.89
31279,T006970,P0064,PR010,3.0,91.05
31280,T006970,P0101,PR001,1.0,48.49
31281,T006970,P0168,PR007,3.0,246.24
31282,T006970,P0021,PR001,5.0,203.2
31283,T006971,P0094,,5.0,176.35
31284,T006971,P0086,PR018,4.0,106.52
31285,T006971,P0164,,0.0,0.0
31286,T006971,P0145,,5.0,93.4
31287,T006971,P0011,PR007,4.0,
31288,T006971,,PR007,4.0,230.64
31289,T006972,P0095,PR013,5.0,
31290,T006972,P0129,PR018,2.0,60.1
31291,T006972,P0095,PR013,4.0,
31292,T006972,P0123,PR027,2.0,67.86
31293,T006973,P0049,PR029,3.0,120.06
31294,T006973,P0184,PR001,5.0,266.2
31295,T006973,P0152,PR018,5.0,138.4
31296,T006973,P0171,PR014,5.0,126.5
31297,T006973,P0040,PR002,2.0,147.9
31298,T006973,P0029,,4.0,516.96
31299,T006974,P0166,,3.0,255.99
31300,T006974,P0184,PR008,3.0,159.72
31301,T006975,P0131,,-5.0,-180.8
31302,T006975,P0082,PR026,5.0,59.15
31303,T006975,P0156,PR011,2.0,22.06
31304,T006976,P0055,PR014,2.0,125.04
31305,T006976,P0104,,4.0,96.84
31306,T006976,P0024,PR016,5.0,
31307,T006976,P0103,PR009,5.0,80.25
31308,T006977,P0156,,2.0,22.06
31309,T006978,P0071,PR025,5.0,189.35
31310,T006979,P0089,PR008,1.0,23.22
31311,T006979,P0110,PR012,5.0,52.75
31312,T006980,P0161,,2.0,73.8
31313,T006980,P0099,PR017,2.0,67.8
31314,T006980,P0089,PR019,1.0,23.22
31315,T006981,P0122,,5.0,150.45
31316,T006982,P0064,PR024,5.0,151.75
31317,T006982,P0050,PR002,5.0,42.7
31318,T006982,P0081,PR016,1.0,44.43
31319,T006982,P0136,PR014,5.0,48.45
31320,T006982,P0145,PR002,5.0,93.4
31321,T006983,P0005,PR013,5.0,887.8
31322,T006983,P0178,PR012,1.0,216.96
31323,T006983,P0048,,3.0,250.05
31324,T006984,P0083,PR027,5.0,72.1
31325,T006985,P0067,PR020,2.0,70.24
31326,T006985,P0129,PR028,1.0,30.05
31327,T006985,P0009,,5.0,228.85
31328,T006985,P0165,PR019,-1.0,-64.45
31329,T006985,P0170,PR028,5.0,356.35
31330,T006985,P0092,,1.0,42.96
31331,T006986,P0145,,5.0,93.4
31332,,P0168,PR014,4.0,328.32
31333,T006986,P0022,PR009,2.0,64.56
31334,T006987,P0152,PR010,3.0,83.04
31335,T006987,P0120,PR015,5.0,145.4
31336,T006987,P0015,PR023,1.0,176.82
31337,T006987,P0037,PR005,-5.0,-506.05
31338,T006987,P0002,,1.0,119.93
31339,T006987,P0161,PR010,3.0,110.7
31340,T006987,P0120,,2.0,58.16
31341,T006988,P0078,,4.0,99.96
31342,T006988,P0171,,3.0,75.9
31343,T006988,P0098,PR016,5.0,110.5
31344,T006988,P0018,,5.0,756.75
31345,T006988,P0105,PR011,5.0,172.5
31346,T006988,P0169,PR017,5.0,218.4
31347,T006988,P0056,PR007,4.0,54.68
31348,,P0122,PR004,2.0,60.18
31349,T006989,P0119,PR021,2.0,41.14
31350,T006989,P0162,PR016,4.0,336.12
31351,T006989,P0156,,1.0,11.03
31352,T006989,P0018,PR017,1.0,151.35
31353,T006990,P0137,PR012,2.0,19.02
31354,T006991,P0183,PR021,2.0,563.24
31355,T006991,P0069,PR008,1.0,39.98
31356,T006991,P0152,,3.0,83.04
31357,T006991,P0001,PR027,4.0,753.12
31358,T006991,P0069,PR006,4.0,159.92
31359,T006991,P0098,,1.0,22.1
31360,T006991,P0153,,3.0,74.31
31361,T006992,P0134,PR015,1.0,23.26
31362,T006992,P0134,PR012,3.0,69.78
31363,T006992,P0034,,2.0,190.7
31364,T006992,P0156,PR013,2.0,22.06
31365,T006992,P0042,PR016,4.0,210.88
31366,T006993,P0187,,4.0,1159.52
31367,T006993,P0157,PR003,4.0,202.48
31368,T006993,P0107,,1.0,64.87
31369,T006993,P0173,,5.0,542.95
31370,T006994,P0077,,5.0,288.3
31371,T006994,P0127,,3.0,63.9
31372,T006994,P0113,PR024,3.0,153.21
31373,,P0143,PR012,1.0,3.22
31374,T006995,P0092,PR023,1.0,42.96
31375,T006995,P0187,PR013,-3.0,-869.64
31376,T006995,P0186,,5.0,1110.2
31377,T006995,P0067,PR014,5.0,175.6
31378,T006995,P0035,PR007,3.0,141.12
31379,T006995,P0192,PR024,4.0,869.2
31380,T006995,P0015,PR002,1.0,176.82
31381,T006996,P0014,PR008,2.0,33.58
31382,T006997,P0180,PR022,2.0,388.22
31383,T006997,P0091,PR019,1.0,31.31
31384,T006997,P0028,PR025,4.0,402.64
31385,T006997,P0054,PR029,1.0,48.51
31386,T006997,P0186,PR030,1.0,222.04
31387,T006997,P0138,,3.0,13.89
31388,T006997,P0052,,1.0,98.94
31389,T006997,P0042,PR014,2.0,105.44
31390,T006998,P0051,PR012,5.0,201.0
31391,T006998,P0126,,2.0,56.68
31392,T006998,P0156,,3.0,33.09
31393,T006999,P0102,PR022,2.0,110.74
31394,T006999,P0144,,5.0,60.25
31395,T006999,P0066,PR005,5.0,
31396,T006999,P0058,,1.0,22.14
31397,T006999,P0140,PR022,2.0,33.94
31398,T006999,P0155,,5.0,484.35
31399,T007000,P0166,PR001,1.0,85.33
31400,T007000,P0090,,4.0,52.52
31401,T007001,P0136,PR012,4.0,38.76
31402,T007001,P0060,PR006,2.0,23.88
31403,T007001,P0050,PR018,3.0,25.62
31404,T007001,P0078,PR009,1.0,24.99
31405,T007001,P0005,PR004,5.0,887.8
31406,T007001,P0159,PR021,5.0,320.1
31407,T007001,P0092,,3.0,128.88
31408,T007002,P0101,PR015,5.0,242.45
31409,T007002,P0142,PR016,1.0,20.7
31410,T007002,P0044,PR014,1.0,35.82
31411,T007002,P0119,,1.0,20.57
31412,T007002,P0016,PR029,4.0,
31413,T007002,P0150,PR017,4.0,80.12
31414,T007002,P0114,PR011,4.0,217.52
31415,T007002,P0107,PR021,3.0,194.61
31416,T007003,P0133,PR027,1.0,39.86
31417,T007003,P0066,PR026,1.0,32.09
31418,T007004,P0063,,4.0,305.96
31419,T007004,P0126,PR028,1.0,28.34
31420,T007004,P0103,PR016,-5.0,-80.25
31421,T007004,P0161,PR029,1.0,36.9
31422,T007004,P0036,PR007,5.0,709.85
31423,T007005,P0143,PR028,5.0,16.1
31424,T007006,P0101,PR011,5.0,242.45
31425,T007006,P0005,PR007,2.0,355.12
31426,T007006,P0023,PR028,2.0,37.98
31427,T007007,P0160,PR011,1.0,30.36
31428,T007007,P0154,PR023,1.0,81.27
31429,T007007,P0011,PR005,3.0,
31430,T007007,P0064,PR001,2.0,60.7
