customer_id,recency_days,frequency_30d,frequency_60d,frequency_90d,monetary_30d,monetary_60d,monetary_90d,total_frequency,total_monetary,avg_order_value,num_stores_visited,avg_days_between_purchases,loyalty_status,total_loyalty_points,segment_id,customer_tenure_days,num_categories,top_category,is_weekend_shopper,future_spend_30d,loyalty_status_encoded,segment_id_encoded,top_category_encoded
C04223,231,0.0,0.0,0.0,0.0,0.0,0.0,9,2215.69,246.1877777777778,8,84.375,Silver,1186.0,LP,2608.0,9.0,Automotive,0,0.0,3,3,1
C04912,492,0.0,0.0,0.0,0.0,0.0,0.0,3,730.13,243.37666666666667,3,165.0,Gold,4619.0,LP,2204.0,6.0,Electronics,0,0.0,1,3,4
C00775,80,0.0,0.0,1.0,0.0,0.0,250.42,8,1893.2,236.65,6,103.85714285714286,Bronze,222.0,AR,2447.0,9.0,Toys,0,0.0,0,0,9
C00944,161,0.0,0.0,0.0,0.0,0.0,0.0,11,2666.77,242.43363636363637,9,76.9,Bronze,160.0,LP,2071.0,9.0,Jewelry,0,0.0,0,3,7
C00346,48,0.0,1.0,1.0,0.0,347.09,347.09,4,1092.51,273.1275,3,278.6666666666667,Bronze,197.0,HC,2597.0,9.0,Beauty,0,0.0,0,1,2
C04992,33,0.0,1.0,2.0,0.0,335.07,739.41,3,1162.76,387.58666666666664,2,431.5,Gold,2320.0,NR,2054.0,5.0,Sports,0,0.0,1,4,8
C00135,287,0.0,0.0,0.0,0.0,0.0,0.0,9,2680.67,297.8522222222222,7,70.75,Silver,0.0,LP,2344.0,10.0,Sports,0,0.0,3,3,8
C01801,48,0.0,1.0,3.0,0.0,367.37,670.7,17,3730.58,219.44588235294117,10,54.5,Silver,943.0,HC,1905.0,11.0,Apparel,0,0.0,3,1,0
C02755,140,0.0,0.0,0.0,0.0,0.0,0.0,9,2679.19,297.6877777777778,7,84.375,Bronze,128.0,HC,2245.0,9.0,Beauty,0,0.0,0,1,2
C04518,115,0.0,0.0,0.0,0.0,0.0,0.0,13,3229.05,248.38846153846154,9,64.41666666666667,Gold,2180.0,HC,1796.0,10.0,Beauty,0,0.0,1,1,2
C00391,22,1.0,1.0,2.0,339.03,339.03,650.0699999999999,23,6201.01,269.6091304347826,13,40.31818181818182,Silver,1696.0,LP,1487.0,11.0,Automotive,0,0.0,3,3,1
C03335,3,2.0,2.0,2.0,436.95,436.95,436.95,13,3114.64,239.5876923076923,10,71.0,Bronze,319.0,AR,1912.0,10.0,Apparel,0,0.0,0,0,0
C04448,46,0.0,1.0,2.0,0.0,201.0,460.88,9,2099.07,233.23000000000002,6,101.375,Silver,501.0,HC,2079.0,11.0,Home & Garden,1,343.81,3,1,6
C02262,384,0.0,0.0,0.0,0.0,0.0,0.0,5,1632.8600000000001,326.572,5,119.25,Silver,1830.0,LP,2268.0,9.0,Automotive,0,0.0,3,3,1
C02992,123,0.0,0.0,0.0,0.0,0.0,0.0,9,2952.39,328.0433333333333,8,100.875,Bronze,101.0,HS,2057.0,11.0,Apparel,0,91.22,0,2,0
C00951,470,0.0,0.0,0.0,0.0,0.0,0.0,4,1344.01,336.0025,3,67.33333333333333,Bronze,167.0,NR,2721.0,5.0,Apparel,0,0.0,0,4,0
C04017,178,0.0,0.0,0.0,0.0,0.0,0.0,8,1801.77,225.22125,6,107.71428571428571,Silver,0.0,HS,1826.0,10.0,Apparel,0,163.16,3,2,0
C01331,329,0.0,0.0,0.0,0.0,0.0,0.0,4,800.17,200.0425,4,129.66666666666666,Bronze,110.0,NR,2327.0,11.0,Books,0,0.0,0,4,3
C02460,46,0.0,1.0,1.0,0.0,19.24,19.24,3,642.2,214.0666666666667,3,278.5,Platinum,17354.0,NR,2602.0,7.0,Home & Garden,1,438.57,2,4,6
C00442,8,1.0,3.0,4.0,312.03,847.55,1283.25,17,4462.09,262.4758823529412,12,56.0,Platinum,10499.0,LP,1896.0,10.0,Beauty,0,0.0,2,3,2
C02489,378,0.0,0.0,0.0,0.0,0.0,0.0,2,352.79999999999995,176.39999999999998,2,389.0,Silver,1394.0,AR,2307.0,7.0,Books,0,0.0,3,0,3
C02179,6,1.0,1.0,1.0,72.03,72.03,72.03,8,1741.6599999999999,217.70749999999998,7,99.0,Bronze,110.0,AR,1960.0,8.0,Apparel,0,0.0,0,0,0
C02577,187,0.0,0.0,0.0,0.0,0.0,0.0,18,5772.29,320.6827777777778,10,43.529411764705884,Gold,3052.0,HS,1784.0,10.0,Beauty,0,0.0,1,2,2
C03782,191,0.0,0.0,0.0,0.0,0.0,0.0,6,1244.55,207.42499999999998,6,149.8,Bronze,193.0,HC,2634.0,10.0,Automotive,0,0.0,0,1,1
C01806,89,0.0,0.0,1.0,0.0,0.0,172.37,6,1480.48,246.74666666666667,6,159.8,Bronze,138.0,HC,1742.0,10.0,Beauty,0,0.0,0,1,2
C03751,23,1.0,1.0,1.0,40.96,40.96,40.96,13,3330.91,256.2238461538461,10,73.91666666666667,Bronze,238.0,NR,2366.0,10.0,Beauty,0,0.0,0,4,2
C04767,240,0.0,0.0,0.0,0.0,0.0,0.0,5,1173.79,234.75799999999998,4,106.0,Silver,649.0,HS,1606.0,10.0,Electronics,0,0.0,3,2,4
C01595,121,0.0,0.0,0.0,0.0,0.0,0.0,9,2282.27,253.58555555555554,8,94.375,Bronze,47.0,HC,1983.0,11.0,Jewelry,0,0.0,0,1,7
C00928,130,0.0,0.0,0.0,0.0,0.0,0.0,4,941.3,235.325,4,238.66666666666666,Bronze,455.0,HS,2001.0,7.0,Apparel,0,0.0,0,2,0
C01900,78,0.0,0.0,1.0,0.0,0.0,433.49,12,4083.48,340.29,10,77.9090909090909,Bronze,423.0,HS,1557.0,11.0,Grocery,0,261.96,0,2,5
C00399,111,0.0,0.0,0.0,0.0,0.0,0.0,8,1882.94,235.3675,8,104.57142857142857,Bronze,236.0,HC,2507.0,10.0,Jewelry,0,0.0,0,1,7
C01335,236,0.0,0.0,0.0,0.0,0.0,0.0,10,2272.03,227.20300000000003,9,75.22222222222223,Silver,1037.0,HC,1955.0,10.0,Electronics,0,0.0,3,1,4
C01829,175,0.0,0.0,0.0,0.0,0.0,0.0,4,1327.65,331.9125,4,213.66666666666666,Bronze,30.0,HC,1586.0,8.0,Grocery,0,0.0,0,1,5
C04709,226,0.0,0.0,0.0,0.0,0.0,0.0,7,2596.93,370.98999999999995,7,114.16666666666667,Bronze,493.0,HC,2173.0,10.0,Apparel,0,0.0,0,1,0
C03679,57,0.0,1.0,1.0,0.0,294.89,294.89,10,2483.99,248.39899999999997,7,82.22222222222223,Silver,1460.0,AR,2393.0,11.0,Jewelry,0,0.0,3,0,7
C02025,74,0.0,0.0,1.0,0.0,0.0,407.03,5,987.5799999999999,197.516,5,156.0,Silver,1925.0,HC,2601.0,10.0,Grocery,1,0.0,3,1,5
C02325,48,0.0,1.0,1.0,0.0,122.58,122.58,7,1566.06,223.72285714285712,5,136.5,Silver,835.0,LP,1841.0,9.0,Electronics,0,66.09,3,3,4
C00252,110,0.0,0.0,0.0,0.0,0.0,0.0,3,707.29,235.76333333333332,3,166.5,Silver,804.0,AR,2023.0,7.0,Apparel,0,0.0,3,0,0
C03927,16,1.0,1.0,1.0,38.98,38.98,38.98,7,1496.46,213.78,6,133.33333333333334,Silver,1285.0,NR,2486.0,9.0,Books,0,0.0,3,4,3
C01475,246,0.0,0.0,0.0,0.0,0.0,0.0,2,520.91,260.455,2,87.0,Silver,1640.0,LP,1748.0,6.0,Home & Garden,0,0.0,3,3,6
C01889,235,0.0,0.0,0.0,0.0,0.0,0.0,5,786.63,157.326,5,166.5,Silver,0.0,HC,2010.0,10.0,Books,0,0.0,3,1,3
C03722,46,0.0,1.0,1.0,0.0,464.21,464.21,9,2890.4900000000002,321.16555555555556,7,107.75,Silver,724.0,LP,2570.0,10.0,Home & Garden,0,0.0,3,3,6
C01345,0,1.0,1.0,1.0,179.07,179.07,179.07,5,1349.91,269.982,3,150.0,Silver,0.0,NR,1894.0,10.0,Grocery,1,0.0,3,4,5
C00556,536,0.0,0.0,0.0,0.0,0.0,0.0,3,1183.72,394.5733333333333,3,185.0,Bronze,455.0,AR,2407.0,7.0,Apparel,1,0.0,0,0,0
C02873,195,0.0,0.0,0.0,0.0,0.0,0.0,9,2639.37,293.2633333333333,7,83.875,Bronze,36.0,NR,2143.0,9.0,Beauty,0,279.36,0,4,2
C01803,86,0.0,0.0,1.0,0.0,0.0,381.18,4,1223.95,305.9875,4,197.66666666666666,Silver,1595.0,NR,1874.0,6.0,Jewelry,0,0.0,3,4,7
C04028,53,0.0,1.0,1.0,0.0,223.63,223.63,2,562.16,281.08,2,275.0,Silver,887.0,NR,1423.0,7.0,Apparel,0,0.0,3,4,0
C02583,153,0.0,0.0,0.0,0.0,0.0,0.0,7,1613.0,230.42857142857142,5,129.33333333333334,Silver,1189.0,AR,1985.0,10.0,Apparel,0,0.0,3,0,0
C00553,57,0.0,1.0,1.0,0.0,284.51,284.51,5,1359.42,271.884,4,139.5,Bronze,406.0,AR,2380.0,10.0,Grocery,0,0.0,0,0,5
C02658,3,1.0,2.0,2.0,308.13,406.28999999999996,406.28999999999996,8,2343.86,292.9825,6,133.71428571428572,Bronze,371.0,HS,2753.0,10.0,Apparel,0,81.21,0,2,0
C04681,249,0.0,0.0,0.0,0.0,0.0,0.0,2,857.89,428.945,2,14.0,Silver,0.0,HC,1637.0,5.0,Apparel,1,0.0,3,1,0
C01517,343,0.0,0.0,0.0,0.0,0.0,0.0,6,1278.89,213.14833333333334,5,116.2,Silver,1287.0,AR,2564.0,11.0,Beauty,0,0.0,3,0,2
C03802,134,0.0,0.0,0.0,0.0,0.0,0.0,11,2393.41,217.58272727272725,7,76.9,Bronze,56.0,HS,2792.0,10.0,Apparel,0,195.04,0,2,0
C00193,139,0.0,0.0,0.0,0.0,0.0,0.0,7,1620.11,231.4442857142857,5,126.16666666666667,Bronze,56.0,HS,2749.0,9.0,Apparel,0,0.0,0,2,0
C00502,18,1.0,1.0,2.0,164.27,164.27,446.78,3,913.35,304.45,2,384.0,Silver,1380.0,HC,2695.0,9.0,Electronics,0,0.0,3,1,4
C03616,760,0.0,0.0,0.0,0.0,0.0,0.0,1,395.89,395.89,1,132.1,Bronze,358.0,NR,1972.0,1.0,Grocery,1,0.0,0,4,5
C03599,483,0.0,0.0,0.0,0.0,0.0,0.0,3,971.4300000000001,323.81,3,171.0,Bronze,464.0,AR,2330.0,9.0,Electronics,0,0.0,0,0,4
C00536,52,0.0,1.0,2.0,0.0,135.02,196.58,16,4254.8,265.925,10,57.733333333333334,Gold,3751.0,AR,1706.0,11.0,Sports,0,0.0,1,0,8
C02005,183,0.0,0.0,0.0,0.0,0.0,0.0,1,117.1,117.1,1,132.1,Silver,583.0,NR,1460.0,6.0,Jewelry,0,0.0,3,4,7
C02685,501,0.0,0.0,0.0,0.0,0.0,0.0,2,407.39,203.695,2,297.0,Bronze,127.0,HC,1692.0,4.0,Apparel,0,0.0,0,1,0
C00850,311,0.0,0.0,0.0,0.0,0.0,0.0,4,520.64,130.16,3,143.0,Bronze,497.0,LP,2503.0,8.0,Apparel,0,0.0,0,3,0
C02759,191,0.0,0.0,0.0,0.0,0.0,0.0,5,1077.12,215.42399999999998,5,105.5,Silver,864.0,NR,1912.0,9.0,Books,0,0.0,3,4,3
C03469,76,0.0,0.0,1.0,0.0,0.0,66.74,5,1008.99,201.798,4,129.25,Bronze,329.0,HS,2543.0,10.0,Toys,0,0.0,0,2,9
C02033,492,0.0,0.0,0.0,0.0,0.0,0.0,4,551.3,137.825,4,143.0,Gold,3810.0,NR,2352.0,8.0,Grocery,0,0.0,1,4,5
C00685,323,0.0,0.0,0.0,0.0,0.0,0.0,7,1272.16,181.73714285714286,5,100.16666666666667,Silver,964.0,NR,1646.0,10.0,Electronics,0,894.5699999999999,3,4,4
C03317,678,0.0,0.0,0.0,0.0,0.0,0.0,1,42.7,42.7,1,132.1,Bronze,347.0,NR,2706.0,4.0,Electronics,0,0.0,0,4,4
C02591,3,1.0,1.0,1.0,117.81,117.81,117.81,6,1456.79,242.79833333333332,5,137.4,Silver,664.0,AR,2145.0,8.0,Automotive,0,0.0,3,0,1
C03166,606,0.0,0.0,0.0,0.0,0.0,0.0,3,980.89,326.9633333333333,2,155.5,Gold,2462.0,AR,2474.0,7.0,Jewelry,1,0.0,1,0,7
C02907,14,1.0,5.0,6.0,324.28,1125.86,1433.69,15,3893.07,259.538,10,59.5,Gold,2349.0,NR,1366.0,10.0,Jewelry,0,495.65,1,4,7
C02458,0,1.0,1.0,1.0,405.26,405.26,405.26,9,2906.87,322.98555555555555,7,115.875,Silver,1379.0,AR,1862.0,11.0,Automotive,0,0.0,3,0,1
C04472,6,2.0,3.0,4.0,480.14000000000004,659.06,878.26,27,6917.65,256.2092592592592,12,35.07692307692308,Bronze,0.0,NR,1465.0,11.0,Home & Garden,0,430.23,0,4,6
C01326,681,0.0,0.0,0.0,0.0,0.0,0.0,2,270.46,135.23,2,18.0,Silver,994.0,HS,1869.0,5.0,Apparel,0,0.0,3,2,0
C04496,491,0.0,0.0,0.0,0.0,0.0,0.0,4,922.3499999999999,230.58749999999998,4,89.33333333333333,Bronze,25.0,HC,2724.0,10.0,Sports,0,0.0,0,1,8
C04483,364,0.0,0.0,0.0,0.0,0.0,0.0,3,272.5,90.83333333333333,2,191.0,Bronze,26.0,HC,1697.0,8.0,Beauty,0,0.0,0,1,2
C04294,70,0.0,0.0,1.0,0.0,0.0,422.8,10,2570.7000000000003,257.07000000000005,8,85.66666666666667,Gold,3986.0,LP,2454.0,11.0,Jewelry,0,0.0,1,3,7
C00448,268,0.0,0.0,0.0,0.0,0.0,0.0,3,707.26,235.75333333333333,3,173.5,Bronze,236.0,LP,1472.0,10.0,Grocery,0,0.0,0,3,5
C00895,312,0.0,0.0,0.0,0.0,0.0,0.0,4,413.70000000000005,103.42500000000001,4,197.66666666666666,Platinum,17889.0,HC,2586.0,9.0,Beauty,0,428.35,2,1,2
C01182,806,0.0,0.0,0.0,0.0,0.0,0.0,1,113.31,113.31,1,132.1,Bronze,83.0,HC,2072.0,3.0,Apparel,0,0.0,0,1,0
C01584,91,0.0,0.0,0.0,0.0,0.0,0.0,5,1122.79,224.558,4,171.25,Bronze,406.0,LP,2666.0,8.0,Toys,0,0.0,0,3,9
C00672,132,0.0,0.0,0.0,0.0,0.0,0.0,6,1863.8,310.6333333333333,4,126.4,Bronze,154.0,LP,2079.0,10.0,Electronics,0,230.92,0,3,4
C01456,91,0.0,0.0,0.0,0.0,0.0,0.0,18,4444.03,246.89055555555555,9,45.588235294117645,Bronze,53.0,LP,1378.0,11.0,Automotive,0,429.06,0,3,1
C02832,125,0.0,0.0,0.0,0.0,0.0,0.0,5,1230.1,246.01999999999998,3,162.5,Bronze,259.0,LP,1670.0,9.0,Apparel,0,0.0,0,3,0
C02178,173,0.0,0.0,0.0,0.0,0.0,0.0,2,468.91999999999996,234.45999999999998,2,601.0,Bronze,101.0,AR,2153.0,7.0,Automotive,1,0.0,0,0,1
C01702,147,0.0,0.0,0.0,0.0,0.0,0.0,3,992.04,330.68,3,323.0,Silver,980.0,NR,1456.0,8.0,Apparel,0,0.0,3,4,0
C03710,14,2.0,2.0,2.0,431.85,431.85,431.85,17,3673.62,216.09529411764706,11,56.5,Gold,2459.0,HS,1523.0,11.0,Automotive,0,572.21,1,2,1
C03704,164,0.0,0.0,0.0,0.0,0.0,0.0,6,1894.0700000000002,315.67833333333334,6,152.4,Bronze,120.0,AR,2210.0,10.0,Beauty,0,0.0,0,0,2
C01699,165,0.0,0.0,0.0,0.0,0.0,0.0,13,3760.78,289.29076923076923,9,57.5,Silver,974.0,HC,1758.0,11.0,Apparel,0,0.0,3,1,0
C04032,31,0.0,1.0,1.0,0.0,45.38,45.38,1,45.38,45.38,1,132.1,Bronze,199.0,LP,2673.0,3.0,Toys,0,0.0,0,3,9
C00323,202,0.0,0.0,0.0,0.0,0.0,0.0,5,923.61,184.722,4,169.25,Silver,1411.0,NR,2418.0,9.0,Apparel,0,0.0,3,4,0
C00649,2,1.0,1.0,1.0,341.17,341.17,341.17,6,1797.29,299.54833333333335,6,163.2,Bronze,461.0,HS,2182.0,9.0,Apparel,0,160.18,0,2,0
C01836,51,0.0,1.0,3.0,0.0,208.78,771.61,6,2120.35,353.39166666666665,6,112.8,Silver,1612.0,NR,1844.0,9.0,Jewelry,0,0.0,3,4,7
C01728,65,0.0,0.0,2.0,0.0,0.0,756.62,17,3910.54,230.03176470588235,10,53.1875,Bronze,232.0,LP,2423.0,11.0,Sports,0,0.0,0,3,8
C02701,161,0.0,0.0,0.0,0.0,0.0,0.0,7,1812.99,258.99857142857144,6,108.66666666666667,Gold,3487.0,HC,1830.0,11.0,Electronics,0,0.0,1,1,4
C01088,462,0.0,0.0,0.0,0.0,0.0,0.0,2,188.52,94.26,2,205.0,Silver,896.0,NR,2101.0,3.0,Books,0,0.0,3,4,3
C03687,20,1.0,1.0,2.0,399.78,399.78,589.4,11,2579.37,234.4881818181818,8,86.0,Silver,1282.0,NR,2381.0,11.0,Jewelry,0,0.0,3,4,7
C01749,47,0.0,1.0,2.0,0.0,325.74,774.62,6,1980.62,330.1033333333333,4,124.6,Gold,2023.0,NR,2640.0,11.0,Books,0,0.0,1,4,3
C01450,125,0.0,0.0,0.0,0.0,0.0,0.0,4,371.32,92.83,4,246.66666666666666,Bronze,42.0,AR,2442.0,11.0,Jewelry,0,0.0,0,0,7
C03706,78,0.0,0.0,1.0,0.0,0.0,62.03,6,1923.38,320.56333333333333,4,121.0,Silver,596.0,LP,1811.0,10.0,Beauty,0,0.0,3,3,2
C01865,50,0.0,1.0,1.0,0.0,297.06,297.06,13,2898.71,222.9776923076923,8,71.41666666666667,Silver,1299.0,AR,1440.0,11.0,Jewelry,0,0.0,3,0,7
C04069,15,1.0,2.0,2.0,15.86,511.85,511.85,6,1492.74,248.79,5,118.4,Bronze,327.0,HS,2134.0,8.0,Beauty,0,0.0,0,2,2
C04649,93,0.0,0.0,0.0,0.0,0.0,0.0,13,3335.53,256.5792307692308,10,65.91666666666667,Silver,852.0,AR,2637.0,11.0,Automotive,0,0.0,3,0,1
C02708,120,0.0,0.0,0.0,0.0,0.0,0.0,1,176.14,176.14,1,132.1,Bronze,94.0,HS,2731.0,4.0,Beauty,0,0.0,0,2,2
C00489,27,1.0,2.0,2.0,165.18,366.55,366.55,15,4779.86,318.6573333333333,9,61.142857142857146,Bronze,86.0,HC,2766.0,11.0,Jewelry,0,0.0,0,1,7
C04285,70,0.0,0.0,1.0,0.0,0.0,400.69,4,1394.4099999999999,348.60249999999996,4,206.0,Bronze,28.0,HC,1612.0,9.0,Sports,1,0.0,0,1,8
C02051,119,0.0,0.0,0.0,0.0,0.0,0.0,2,537.6600000000001,268.83000000000004,2,268.0,Gold,3415.0,LP,1661.0,7.0,Home & Garden,0,0.0,1,3,6
C00451,100,0.0,0.0,0.0,0.0,0.0,0.0,6,1531.54,255.25666666666666,5,143.2,Silver,1910.0,LP,1627.0,10.0,Beauty,0,0.0,3,3,2
C02158,234,0.0,0.0,0.0,0.0,0.0,0.0,3,519.09,173.03,3,295.5,Bronze,118.0,HC,1509.0,6.0,Toys,0,0.0,0,1,9
C01146,209,0.0,0.0,0.0,0.0,0.0,0.0,10,2433.84,243.38400000000001,7,76.88888888888889,Silver,950.0,HS,2376.0,10.0,Automotive,0,279.06,3,2,1
C01434,22,1.0,2.0,2.0,363.94,553.59,553.59,7,1671.21,238.74428571428572,5,151.0,Silver,1205.0,NR,1768.0,10.0,Apparel,0,0.0,3,4,0
C02110,13,3.0,3.0,4.0,481.25,481.25,592.8299999999999,17,3809.57,224.09235294117647,10,54.5,Bronze,407.0,HC,2602.0,10.0,Electronics,0,0.0,0,1,4
C00454,16,2.0,2.0,2.0,801.04,801.04,801.04,12,3845.74,320.4783333333333,10,51.72727272727273,Bronze,151.0,AR,1795.0,10.0,Home & Garden,0,203.32,0,0,6
C04808,77,0.0,0.0,1.0,0.0,0.0,153.11,15,3998.57,266.57133333333337,10,55.92857142857143,Silver,1529.0,HS,1682.0,11.0,Home & Garden,0,0.0,3,2,6
C04029,95,0.0,0.0,0.0,0.0,0.0,0.0,5,1707.95,341.59000000000003,4,179.0,Bronze,476.0,AR,2691.0,10.0,Apparel,0,0.0,0,0,0
C01108,50,0.0,1.0,1.0,0.0,457.17,457.17,7,2241.15,320.1642857142857,5,133.33333333333334,Silver,1075.0,HC,2646.0,11.0,Apparel,0,113.98,3,1,0
C01690,64,0.0,0.0,1.0,0.0,0.0,390.29,7,2734.49,390.64142857142855,6,129.83333333333334,Bronze,306.0,AR,1776.0,10.0,Electronics,0,0.0,0,0,4
C00021,566,0.0,0.0,0.0,0.0,0.0,0.0,3,887.73,295.91,3,50.5,Bronze,446.0,AR,1846.0,6.0,Beauty,0,0.0,0,0,2
C01177,100,0.0,0.0,0.0,0.0,0.0,0.0,4,1123.0800000000002,280.77000000000004,4,245.0,Bronze,220.0,LP,1933.0,8.0,Books,0,288.7,0,3,3
C02817,107,0.0,0.0,0.0,0.0,0.0,0.0,4,799.1700000000001,199.79250000000002,3,263.0,Bronze,88.0,HS,2404.0,9.0,Apparel,0,0.0,0,2,0
C02362,171,0.0,0.0,0.0,0.0,0.0,0.0,6,877.99,146.33166666666668,5,121.6,Bronze,166.0,LP,2106.0,10.0,Books,0,0.0,0,3,3
C04974,107,0.0,0.0,0.0,0.0,0.0,0.0,6,1545.4,257.56666666666666,5,131.0,Bronze,94.0,NR,2663.0,10.0,Grocery,0,0.0,0,4,5
C00386,80,0.0,0.0,2.0,0.0,0.0,373.33000000000004,12,3838.64,319.88666666666666,9,77.36363636363636,Bronze,484.0,LP,2102.0,10.0,Electronics,0,0.0,0,3,4
C04968,197,0.0,0.0,0.0,0.0,0.0,0.0,6,1759.88,293.31333333333333,6,136.0,Gold,3862.0,AR,1620.0,9.0,Beauty,0,42.19,1,0,2
C01492,157,0.0,0.0,0.0,0.0,0.0,0.0,2,637.29,318.645,2,606.0,Silver,1245.0,LP,1579.0,4.0,Grocery,0,0.0,3,3,5
C00008,20,1.0,2.0,2.0,170.65,233.86,233.86,8,1487.7,185.9625,7,89.57142857142857,Bronze,405.0,LP,2390.0,11.0,Beauty,0,0.0,0,3,2
C02212,115,0.0,0.0,0.0,0.0,0.0,0.0,9,2768.83,307.6477777777778,7,84.25,Silver,733.0,LP,1556.0,11.0,Jewelry,0,253.31,3,3,7
C01418,165,0.0,0.0,0.0,0.0,0.0,0.0,1,448.38,448.38,1,132.1,Bronze,314.0,NR,2292.0,1.0,Home & Garden,1,0.0,0,4,6
C01383,7,1.0,2.0,2.0,474.4,676.89,676.89,17,4889.0,287.5882352941176,9,51.5,Bronze,263.0,LP,1595.0,11.0,Automotive,0,188.89,0,3,1
C01408,23,1.0,1.0,1.0,42.76,42.76,42.76,8,2744.69,343.08625,7,123.42857142857143,Bronze,156.0,NR,2633.0,11.0,Jewelry,0,35.82,0,4,7
C03942,10,1.0,1.0,1.0,247.78,247.78,247.78,10,2810.97,281.097,8,92.55555555555556,Bronze,93.0,HS,2433.0,10.0,Apparel,0,0.0,0,2,0
C04543,684,0.0,0.0,0.0,0.0,0.0,0.0,1,417.84,417.84,1,132.1,Gold,4948.0,NR,1836.0,3.0,Apparel,1,0.0,1,4,0
C04878,111,0.0,0.0,0.0,0.0,0.0,0.0,5,1439.54,287.908,5,168.0,Silver,1464.0,LP,2212.0,9.0,Apparel,0,0.0,3,3,0
C01151,174,0.0,0.0,0.0,0.0,0.0,0.0,10,1487.96,148.796,6,79.22222222222223,Silver,1702.0,HS,2142.0,11.0,Home & Garden,0,0.0,3,2,6
C04414,223,0.0,0.0,0.0,0.0,0.0,0.0,6,1928.9,321.48333333333335,5,125.2,Gold,3084.0,LP,1593.0,9.0,Books,0,0.0,1,3,3
C01620,77,0.0,0.0,1.0,0.0,0.0,169.67,8,1913.3500000000001,239.16875000000002,6,121.71428571428571,Bronze,24.0,NR,1819.0,9.0,Beauty,0,0.0,0,4,2
C00535,458,0.0,0.0,0.0,0.0,0.0,0.0,5,1549.71,309.942,5,109.25,Bronze,332.0,AR,1379.0,9.0,Automotive,0,0.0,0,0,1
C04346,351,0.0,0.0,0.0,0.0,0.0,0.0,4,937.8299999999999,234.45749999999998,3,159.33333333333334,Silver,1053.0,NR,2593.0,9.0,Jewelry,1,0.0,3,4,7
C03147,68,0.0,0.0,1.0,0.0,0.0,95.33,7,1763.24,251.89142857142858,6,143.33333333333334,Silver,552.0,HS,1343.0,9.0,Beauty,0,0.0,3,2,2
C00814,44,0.0,1.0,1.0,0.0,74.83,74.83,9,1816.57,201.8411111111111,7,110.875,Bronze,384.0,HC,1672.0,11.0,Automotive,0,0.0,0,1,1
C02120,1,2.0,2.0,2.0,474.23,474.23,474.23,11,2286.45,207.8590909090909,8,87.1,Bronze,339.0,NR,2087.0,11.0,Beauty,0,87.89,0,4,2
C03659,14,1.0,1.0,1.0,464.11,464.11,464.11,5,643.79,128.75799999999998,4,200.25,Bronze,219.0,LP,2634.0,11.0,Jewelry,0,0.0,0,3,7
C02234,94,0.0,0.0,0.0,0.0,0.0,0.0,7,1540.4099999999999,220.0585714285714,5,111.33333333333333,Bronze,106.0,AR,2310.0,10.0,Jewelry,0,0.0,0,0,7
C04949,137,0.0,0.0,0.0,0.0,0.0,0.0,6,1040.88,173.48000000000002,4,159.8,Silver,0.0,LP,2196.0,6.0,Sports,1,0.0,3,3,8
C01556,58,0.0,1.0,1.0,0.0,203.97,203.97,2,275.23,137.615,2,627.0,Bronze,127.0,NR,1461.0,6.0,Beauty,0,0.0,0,4,2
C03619,114,0.0,0.0,0.0,0.0,0.0,0.0,7,2075.19,296.4557142857143,6,130.66666666666666,Platinum,16845.0,AR,1607.0,11.0,Electronics,0,0.0,2,0,4
C04691,541,0.0,0.0,0.0,0.0,0.0,0.0,1,412.96,412.96,1,132.1,Bronze,106.0,LP,2010.0,4.0,Apparel,0,0.0,0,3,0
C04018,435,0.0,0.0,0.0,0.0,0.0,0.0,5,1647.57,329.514,5,62.0,Silver,607.0,HS,2608.0,9.0,Home & Garden,0,0.0,3,2,6
C04117,158,0.0,0.0,0.0,0.0,0.0,0.0,9,2681.2599999999998,297.91777777777776,6,84.75,Bronze,239.0,HS,2543.0,11.0,Electronics,0,0.0,0,2,4
C01485,105,0.0,0.0,0.0,0.0,0.0,0.0,2,595.49,297.745,2,827.0,Bronze,95.0,HS,2323.0,7.0,Books,0,0.0,0,2,3
C01410,119,0.0,0.0,0.0,0.0,0.0,0.0,6,1849.57,308.26166666666666,5,153.0,Silver,1429.0,LP,2069.0,10.0,Beauty,0,0.0,3,3,2
C02609,75,0.0,0.0,1.0,0.0,0.0,111.41,6,1802.7,300.45,3,159.2,Silver,839.0,HC,1631.0,10.0,Apparel,0,0.0,3,1,0
C00285,557,0.0,0.0,0.0,0.0,0.0,0.0,3,436.24,145.41333333333333,3,64.0,Bronze,47.0,HS,2532.0,8.0,Automotive,1,0.0,0,2,1
C00532,2,1.0,2.0,4.0,392.57,668.03,1327.49,40,10346.28,258.65700000000004,14,22.58974358974359,Silver,741.0,NR,1674.0,11.0,Sports,0,0.0,3,4,8
C01091,230,0.0,0.0,0.0,0.0,0.0,0.0,12,3950.75,329.2291666666667,9,61.45454545454545,Silver,1625.0,LP,2661.0,11.0,Toys,0,0.0,3,3,9
C02133,50,0.0,1.0,1.0,0.0,355.7,355.7,5,1438.19,287.63800000000003,5,136.75,Bronze,0.0,LP,2244.0,9.0,Jewelry,0,0.0,0,3,7
C03982,35,0.0,1.0,1.0,0.0,160.62,160.62,8,1730.48,216.31,7,127.28571428571429,Silver,1565.0,LP,2092.0,10.0,Grocery,0,0.0,3,3,5
