customer_id,total_spend,avg_transaction,num_transactions,num_stores
C00907,1722.4099999999999,344.48199999999997,5,4
C00908,880.9399999999999,293.64666666666665,3,3
C00910,449.66999999999996,149.89,3,2
C00911,1050.3700000000001,210.074,5,4
C00912,777.2,194.3,4,4
C00913,1489.5900000000001,372.39750000000004,4,4
C00914,859.54,429.77,2,2
C00915,584.64,146.16,4,3
C00916,977.1,244.275,4,4
C00917,543.12,271.56,2,2
C00918,2730.46,273.046,10,8
C00919,1301.25,325.3125,4,3
C00921,4147.13,276.47533333333337,15,11
C00922,312.81999999999994,104.27333333333331,3,3
C00923,3635.7400000000002,330.5218181818182,11,10
C00924,1926.35,240.79375,8,6
C00925,207.8,207.8,1,1
C00927,180.74,180.74,1,1
C00928,941.3,235.325,4,4
C00929,1770.91,252.98714285714286,7,5
C00930,17.64,17.64,1,1
C00932,2038.13,254.76625,8,6
C00933,4068.52,290.60857142857145,14,8
C00934,935.84,233.96,4,4
C00935,706.69,353.345,2,2
C00938,4066.98,239.23411764705884,17,11
C00940,1368.5900000000001,273.718,5,4
C00941,527.95,263.975,2,2
C00942,1362.03,194.57571428571427,7,7
C00943,2084.65,231.6277777777778,9,7
C00944,2666.77,242.43363636363637,11,9
C00947,653.42,326.71,2,2
C00948,980.35,163.39166666666668,6,5
C00949,1756.59,219.57375,8,7
C00950,1486.12,297.224,5,5
C00951,1344.01,336.0025,4,3
C00952,137.55,68.775,2,2
C00953,203.52,203.52,1,1
C00954,2405.35,200.44583333333333,12,9
C00955,672.3299999999999,134.46599999999998,5,5
C00957,950.29,316.7633333333333,3,3
C00960,218.14,54.535,4,2
C00962,1232.1100000000001,308.02750000000003,4,4
C00963,251.27,251.27,1,1
C00964,296.27,296.27,1,1
C00965,18.1,18.1,1,1
C00966,1030.64,343.5466666666667,3,3
C00967,613.7,204.5666666666667,3,3
C00968,839.7,279.90000000000003,3,3
C00969,626.0799999999999,208.6933333333333,3,3
C00970,1864.28,310.7133333333333,6,5
C00971,1718.35,286.39166666666665,6,5
C00972,2807.5,280.75,10,8
C00973,3776.41,290.4930769230769,13,11
C00974,232.8,232.8,1,1
C00977,2906.87,322.98555555555555,9,7
C00979,1676.3500000000001,239.47857142857146,7,4
C00980,1186.89,237.37800000000001,5,4
C00981,1615.64,403.91,4,4
C00982,1255.81,179.40142857142857,7,6
C00984,250.37,250.37,1,1
C00985,1311.07,262.214,5,5
C00986,133.89,133.89,1,1
C00987,1886.6,314.43333333333334,6,5
C00988,583.81,291.905,2,2
C00990,1819.1299999999999,227.39124999999999,8,6
C00991,340.64,170.32,2,2
C00992,1468.3899999999999,293.678,5,5
C00993,915.89,228.9725,4,3
C00994,10.76,10.76,1,1
C00995,1176.56,392.18666666666667,3,3
C00997,3120.59,260.0491666666667,12,8
C00998,499.67,499.67,1,1
C00999,3508.86,269.9123076923077,13,12
C01000,787.8,157.56,5,4
C01001,83.11,83.11,1,1
C01002,695.8299999999999,347.91499999999996,2,2
C01003,1315.3,219.21666666666667,6,5
C01004,1755.06,292.51,6,5
C01005,2100.9700000000003,233.44111111111113,9,7
C01006,654.38,327.19,2,2
C01007,2076.92,346.15333333333336,6,5
C01008,1504.45,214.92142857142858,7,7
C01009,430.17,430.17,1,1
C01010,290.67,145.335,2,2
C01012,6115.95,321.8921052631579,19,11
C01013,2110.37,211.03699999999998,10,9
C01015,930.6800000000001,186.13600000000002,5,4
C01016,2928.34,225.2569230769231,13,8
C01018,2254.4,322.0571428571429,7,6
C01019,2554.15,232.19545454545457,11,8
C01021,1579.83,225.69,7,4
C01022,173.1,173.1,1,1
C01023,1792.82,298.80333333333334,6,6
C01024,3405.68,261.9753846153846,13,8
C01025,3295.79,274.64916666666664,12,9
C01026,688.75,344.375,2,2
C01027,3579.2,298.26666666666665,12,9
C01028,3070.37,219.31214285714285,14,10
C01029,379.87,379.87,1,1
C01030,1695.74,211.9675,8,5
C01031,135.03,135.03,1,1
C01036,2082.1,260.2625,8,8
C01038,1408.37,176.04625,8,6
C01040,419.93,104.9825,4,4
C01042,1069.63,267.4075,4,4
C01043,401.74,200.87,2,2
C01044,1954.3200000000002,325.72,6,5
C01045,1673.12,239.01714285714283,7,6
C01046,443.79,147.93,3,3
C01049,2806.19,280.619,10,6
C01051,2862.75,178.921875,16,11
C01052,1504.53,376.1325,4,3
C01053,3148.77,242.21307692307693,13,8
C01054,2557.47,255.74699999999999,10,6
C01055,8162.66,272.08866666666665,30,15
C01056,89.42,89.42,1,1
C01057,1703.59,170.35899999999998,10,7
C01058,870.0799999999999,435.03999999999996,2,2
C01059,428.12,428.12,1,1
C01060,2571.55,285.7277777777778,9,8
C01061,2261.33,251.2588888888889,9,6
C01062,3776.21,269.7292857142857,14,9
C01063,1744.53,218.06625,8,8
C01064,707.62,353.81,2,2
C01065,486.0,243.0,2,2
C01066,2266.02,283.2525,8,7
C01068,359.83,359.83,1,1
C01069,1340.95,268.19,5,3
C01070,441.01,441.01,1,1
C01071,386.02000000000004,193.01000000000002,2,2
C01072,674.11,337.055,2,2
C01075,7944.33,264.811,30,12
C01076,720.79,240.26333333333332,3,3
C01077,895.53,298.51,3,3
C01078,1372.78,228.79666666666665,6,3
C01079,430.92,430.92,1,1
C01080,4529.25,238.3815789473684,19,11
C01081,1116.74,186.12333333333333,6,6
C01082,222.24,222.24,1,1
C01084,2328.89,211.71727272727273,11,8
C01085,2736.22,248.7472727272727,11,8
C01086,2151.59,268.94875,8,7
C01087,439.27,146.42333333333332,3,2
C01088,188.52,94.26,2,2
C01089,4091.67,292.26214285714286,14,11
C01090,874.0,291.3333333333333,3,3
C01091,4294.43,330.34076923076924,13,9
C01092,679.9300000000001,169.98250000000002,4,4
C01093,1825.23,202.80333333333334,9,7
C01094,1017.66,254.415,4,3
C01095,358.49,179.245,2,2
C01096,233.73,233.73,1,1
C01097,316.94,105.64666666666666,3,3
C01098,557.65,278.825,2,2
C01099,1260.1399999999999,210.0233333333333,6,5
C01102,3141.77,224.41214285714287,14,9
C01103,2706.44,180.42933333333335,15,11
C01104,1995.03,285.0042857142857,7,5
C01105,7034.76,293.115,24,14
C01106,391.33000000000004,195.66500000000002,2,2
C01107,435.7,435.7,1,1
C01108,2355.13,294.39125,8,6
C01109,2014.0900000000001,287.7271428571429,7,6
C01111,1398.79,199.82714285714286,7,3
C01112,392.58000000000004,196.29000000000002,2,2
C01113,446.5,223.25,2,2
C01114,203.78,203.78,1,1
C01115,706.19,353.095,2,2
C01116,1629.27,271.545,6,4
C01118,1067.49,177.915,6,6
C01119,495.94,247.97,2,2
C01121,3091.01,386.37625,8,7
C01122,3349.78,279.14833333333337,12,10
C01123,1891.33,270.19,7,6
C01124,2412.18,268.02,9,7
C01125,1482.28,296.456,5,4
C01126,2038.64,291.2342857142857,7,7
C01128,159.21,79.605,2,2
C01129,328.02,164.01,2,2
C01130,153.85,153.85,1,1
C01131,1017.65,203.53,5,5
C01133,729.4300000000001,364.71500000000003,2,2
C01134,389.57,389.57,1,1
C01135,662.79,165.6975,4,3
C01136,524.83,262.415,2,2
C01137,2090.17,348.3616666666667,6,4
C01138,973.0899999999999,324.3633333333333,3,3
C01139,385.77,385.77,1,1
C01140,885.54,442.77,2,1
C01141,2119.89,302.84142857142854,7,7
C01142,836.97,209.2425,4,4
C01143,1695.56,188.39555555555555,9,7
C01144,201.2,201.2,1,1
C01145,551.55,275.775,2,2
C01146,2712.9,246.62727272727273,11,7
C01147,2717.5299999999997,301.94777777777773,9,5
C01148,1649.55,274.925,6,5
C01149,1637.06,327.412,5,5
C01150,1870.0,207.77777777777777,9,6
C01151,1487.96,148.796,10,6
C01152,1028.29,171.38166666666666,6,5
C01153,1822.48,303.74666666666667,6,4
C01154,2209.34,220.93400000000003,10,7
C01155,1081.6299999999999,216.32599999999996,5,5
C01156,2199.7599999999998,244.41777777777776,9,6
C01158,2206.39,315.1985714285714,7,5
C01159,2557.02,196.69384615384615,13,9
C01161,1320.43,188.63285714285715,7,6
C01162,650.42,325.21,2,2
C01163,651.07,217.02333333333334,3,2
C01164,1610.76,322.152,5,3
C01165,333.51,333.51,1,1
C01166,3633.04,259.5028571428571,14,10
C01167,1290.17,215.02833333333334,6,6
C01168,103.1,103.1,1,1
C01170,872.72,436.36,2,2
C01171,913.01,228.2525,4,4
C01172,6982.24,258.60148148148147,27,12
C01173,715.14,238.38,3,3
C01174,1535.85,383.9625,4,4
C01175,637.19,159.2975,4,4
C01177,1411.7800000000002,282.35600000000005,5,5
C01178,257.01,257.01,1,1
C01179,698.0,174.5,4,3
C01180,522.87,261.435,2,2
C01181,4059.8,253.7375,16,10
C01182,113.31,113.31,1,1
C01183,1795.33,359.066,5,4
C01184,3234.59,248.8146153846154,13,10
C01186,3486.64,205.0964705882353,17,11
C01187,910.14,303.38,3,3
C01188,485.18,485.18,1,1
C01189,958.6700000000001,319.5566666666667,3,3
C01190,954.11,190.822,5,4
C01192,777.8000000000001,155.56,5,5
C01193,352.3,176.15,2,2
C01194,1704.92,284.15333333333336,6,6
C01196,3025.24,275.02181818181816,11,10
C01197,5502.8,289.62105263157895,19,12
C01198,4674.26,222.58380952380952,21,11
C01199,1832.9,261.84285714285716,7,7
C01201,1814.27,259.18142857142857,7,6
C01202,150.37,150.37,1,1
C01204,89.09,89.09,1,1
C01205,255.56,255.56,1,1
C01206,2070.14,258.7675,8,6
C01207,1258.3,139.8111111111111,9,7
C01208,402.85,201.425,2,2
C01209,502.78000000000003,251.39000000000001,2,2
C01210,5338.7,222.44583333333333,24,13
C01211,547.9200000000001,273.96000000000004,2,2
C01212,521.8000000000001,260.90000000000003,2,2
C01214,557.78,185.92666666666665,3,3
C01215,1932.89,322.14833333333337,6,5
C01216,634.6800000000001,317.34000000000003,2,2
C01218,732.17,244.05666666666664,3,3
C01219,1465.27,244.21166666666667,6,5
C01220,480.92,480.92,1,1
C01221,1626.25,271.0416666666667,6,5
C01223,352.19,176.095,2,2
C01224,3092.24,206.14933333333332,15,8
C01226,2260.2200000000003,322.8885714285715,7,5
C01227,412.75,412.75,1,1
C01228,502.25,251.125,2,2
C01229,4771.74,318.116,15,7
C01230,1065.53,266.3825,4,4
C01231,1618.3,231.18571428571428,7,6
C01232,144.8,144.8,1,1
C01233,350.84,350.84,1,1
C01235,1134.97,378.3233333333333,3,3
C01236,600.96,150.24,4,4
C01237,1823.25,182.325,10,6
C01238,1657.86,414.465,4,4
C01239,5688.51,270.88142857142856,21,11
C01240,78.5,78.5,1,1
C01241,3186.45,265.53749999999997,12,10
C01242,1716.53,245.21857142857144,7,7
C01243,2020.49,224.4988888888889,9,8
C01244,2498.45,312.30625,8,6
C01245,1557.94,259.6566666666667,6,5
C01246,775.8399999999999,387.91999999999996,2,1
C01249,2928.9700000000003,266.27000000000004,11,9
C01250,1039.66,259.915,4,4
C01251,1070.7,267.675,4,4
C01252,735.63,367.815,2,2
C01255,1363.9,272.78000000000003,5,5
C01256,24.01,24.01,1,1
C01258,109.92,109.92,1,1
C01260,1519.02,303.804,5,5
C01261,583.6700000000001,291.83500000000004,2,2
C01262,1626.97,271.1616666666667,6,6
C01263,157.21999999999997,78.60999999999999,2,2
C01264,890.39,178.078,5,5
C01266,272.49,272.49,1,1
C01267,869.4399999999999,217.35999999999999,4,4
C01268,18.44,18.44,1,1
C01269,1802.0,225.25,8,6
C01270,1383.56,345.89,4,4
C01271,3235.19,269.5991666666667,12,8
C01272,3130.32,313.03200000000004,10,5
C01273,1229.71,307.4275,4,4
C01275,926.1800000000001,231.54500000000002,4,3
C01277,238.47,238.47,1,1
C01278,7315.5,281.36538461538464,26,14
C01280,960.97,480.485,2,1
C01281,477.78,238.89,2,2
C01282,2380.54,297.5675,8,7
C01283,217.78,217.78,1,1
C01285,919.83,306.61,3,2
C01286,943.71,235.9275,4,4
C01288,897.44,179.488,5,5
C01291,1465.49,244.24833333333333,6,5
C01293,168.8,168.8,1,1
C01294,1286.96,428.9866666666667,3,3
C01295,726.95,242.3166666666667,3,3
C01296,282.69,282.69,1,1
C01299,1559.92,311.98400000000004,5,5
C01300,1716.5700000000002,245.22428571428574,7,7
C01302,3001.4700000000003,200.098,15,9
C01304,1132.94,283.235,4,4
C01305,490.7,245.35,2,2
C01306,3240.7200000000003,294.6109090909091,11,9
C01307,1581.12,263.52,6,6
C01308,282.15999999999997,141.07999999999998,2,2
C01310,1140.59,228.118,5,5
C01311,653.04,326.52,2,2
C01312,2694.1,244.9181818181818,11,8
C01313,1364.41,341.1025,4,4
C01314,2399.78,266.64222222222224,9,6
C01315,404.77,101.1925,4,4
C01316,846.24,282.08,3,3
C01317,192.98000000000002,64.32666666666667,3,2
C01318,685.75,171.4375,4,4
C01319,140.0,140.0,1,1
C01321,100.93,50.465,2,2
C01323,1123.4099999999999,160.48714285714283,7,6
C01325,2252.76,225.276,10,7
C01326,729.6099999999999,243.2033333333333,3,3
C01327,386.5,193.25,2,2
C01328,1929.45,321.575,6,5
C01329,1665.16,277.5266666666667,6,5
C01330,724.77,241.59,3,3
C01331,1243.5,248.7,5,5
C01332,405.22,202.61,2,2
C01333,1161.96,387.32,3,3
C01334,6227.7,239.52692307692308,26,13
C01335,2737.71,248.88272727272727,11,9
C01336,802.0699999999999,133.6783333333333,6,5
C01338,1291.41,258.28200000000004,5,5
C01342,1067.6399999999999,213.52799999999996,5,4
C01343,3536.85,252.63214285714284,14,11
C01344,1517.42,303.48400000000004,5,3
C01345,1800.66,300.11,6,4
C01346,822.3199999999999,274.1066666666666,3,3
C01347,1215.01,405.00333333333333,3,3
C01348,987.88,329.29333333333335,3,3
C01349,5030.46,251.523,20,11
C01351,3064.8,340.53333333333336,9,8
C01352,1841.52,230.19,8,6
C01353,1180.31,236.06199999999998,5,4
C01354,1175.61,235.12199999999999,5,5
C01355,370.6,185.3,2,2
C01356,3826.93,318.9108333333333,12,9
C01357,2989.0,249.08333333333334,12,10
C01358,752.44,250.81333333333336,3,3
C01359,1123.5900000000001,374.53000000000003,3,3
C01360,337.15999999999997,168.57999999999998,2,2
C01361,2815.35,234.61249999999998,12,7
C01362,151.87,151.87,1,1
C01363,261.25,130.625,2,2
C01364,1143.04,381.0133333333333,3,3
C01365,1672.19,334.438,5,4
C01367,1627.01,325.402,5,3
C01368,4154.33,377.66636363636366,11,7
C01369,145.06,145.06,1,1
C01371,3144.84,241.91076923076923,13,8
C01373,3255.37,325.537,10,6
C01374,603.42,201.14,3,3
C01375,383.06,191.53,2,2
C01376,2404.52,240.452,10,8
C01378,1066.23,266.5575,4,3
C01379,122.7,122.7,1,1
C01380,1762.03,251.71857142857144,7,4
C01382,837.1700000000001,279.0566666666667,3,3
C01383,5077.89,282.105,18,10
C01385,1382.1799999999998,230.36333333333332,6,5
C01386,444.85,444.85,1,1
C01387,2209.79,276.22375,8,7
C01388,851.01,425.505,2,2
C01389,3604.9900000000002,240.33266666666668,15,10
C01390,2189.01,273.62625,8,6
C01393,255.92,255.92,1,1
C01394,145.79,145.79,1,1
C01395,336.80999999999995,168.40499999999997,2,2
C01396,2013.4099999999999,335.5683333333333,6,5
C01397,878.23,175.64600000000002,5,4
C01398,435.43,435.43,1,1
C01400,329.64,164.82,2,2
C01404,1693.21,241.88714285714286,7,5
C01405,1307.6200000000001,217.9366666666667,6,6
C01406,1690.02,241.43142857142857,7,6
C01407,2257.45,322.49285714285713,7,6
C01408,3106.17,310.617,10,7
C01409,1061.8899999999999,151.6985714285714,7,7
C01410,2059.19,294.17,7,5
C01413,384.74,384.74,1,1
C01414,51.39,51.39,1,1
C01415,1727.7,215.9625,8,8
C01416,2629.53,239.04818181818183,11,6
C01418,448.38,448.38,1,1
C01419,723.74,361.87,2,2
C01420,3830.69,255.37933333333334,15,10
C01421,387.41,387.41,1,1
C01425,5777.57,275.1223809523809,21,10
C01426,4650.59,273.5641176470588,17,10
C01428,3522.89,270.9915384615384,13,8
C01429,395.96999999999997,197.98499999999999,2,2
C01430,2177.87,217.78699999999998,10,9
C01431,847.79,211.9475,4,3
C01432,634.17,211.39,3,3
C01433,960.65,192.13,5,4
C01434,1794.71,224.33875,8,6
C01435,337.55,168.775,2,2
C01437,1509.06,301.812,5,5
C01438,1622.57,231.79571428571427,7,6
C01439,225.33,225.33,1,1
C01440,1946.92,324.4866666666667,6,3
C01441,4388.22,230.95894736842106,19,9
C01443,1926.23,385.246,5,5
C01444,551.75,183.91666666666666,3,2
C01445,1858.95,309.825,6,4
C01446,774.6,258.2,3,3
C01447,497.38,124.345,4,4
C01448,1716.01,286.00166666666667,6,5
C01449,2972.1800000000003,270.19818181818187,11,8
C01450,371.32,92.83,4,4
C01452,1199.23,199.87166666666667,6,5
C01453,1466.74,293.348,5,4
C01454,1076.04,269.01,4,4
C01456,5263.95,263.1975,20,9
C01457,1864.48,310.74666666666667,6,5
C01458,1594.3500000000001,265.725,6,5
C01459,208.31,208.31,1,1
C01460,1441.57,288.31399999999996,5,4
C01461,461.07,461.07,1,1
C01462,2027.06,225.2288888888889,9,5
C01463,498.86,498.86,1,1
C01464,1030.02,206.004,5,5
C01465,8322.19,231.17194444444445,36,13
C01467,1967.18,196.71800000000002,10,6
C01468,34.79,34.79,1,1
C01469,2088.2799999999997,298.32571428571424,7,6
C01470,2952.37,328.0411111111111,9,7
C01471,735.29,245.09666666666666,3,2
C01472,1314.68,262.93600000000004,5,3
C01473,1786.94,255.27714285714288,7,5
C01474,769.5,192.375,4,3
C01475,520.91,260.455,2,2
C01476,1336.3,334.075,4,3
C01477,1406.28,234.38,6,6
C01478,2589.1,287.67777777777775,9,4
C01479,3283.5,298.5,11,9
C01480,306.96999999999997,153.48499999999999,2,1
C01481,1692.56,241.7942857142857,7,6
C01482,47.97,47.97,1,1
C01483,1713.38,285.56333333333333,6,6
C01485,595.49,297.745,2,2
C01486,262.79,262.79,1,1
C01487,1413.54,282.70799999999997,5,4
C01488,1676.87,335.37399999999997,5,4
C01489,1383.37,276.674,5,5
C01490,938.6,234.65,4,3
C01491,289.49,289.49,1,1
C01492,637.29,318.645,2,2
C01495,1112.75,278.1875,4,4
C01496,369.01,123.00333333333333,3,3
C01497,590.3199999999999,295.15999999999997,2,2
C01498,1710.3799999999999,285.06333333333333,6,5
C01499,1461.08,365.27,4,3
C01500,2060.35,228.92777777777778,9,7
C01501,588.65,147.1625,4,4
C01504,588.17,196.05666666666664,3,3
C01505,409.92,204.96,2,2
C01506,701.76,350.88,2,2
C01507,83.75,41.875,2,2
C01508,227.51,227.51,1,1
C01509,900.4300000000001,450.21500000000003,2,2
C01510,1721.47,286.9116666666667,6,5
C01511,2174.39,271.79875,8,7
C01512,1012.66,337.55333333333334,3,3
C01513,2546.02,212.16833333333332,12,9
C01517,1361.89,194.5557142857143,7,6
C01518,2805.59,255.05363636363637,11,7
C01519,97.51,97.51,1,1
C01520,4798.47,319.898,15,11
C01522,4147.2,259.2,16,11
C01523,244.75,122.375,2,2
C01524,651.5600000000001,217.1866666666667,3,3
C01525,1717.56,286.26,6,6
C01526,463.67,463.67,1,1
C01528,645.5799999999999,322.78999999999996,2,2
C01529,1032.1100000000001,206.42200000000003,5,5
C01530,552.8399999999999,184.27999999999997,3,2
C01532,1768.25,353.65,5,4
C01533,312.7,156.35,2,2
C01534,466.98,233.49,2,2
C01535,43.4,43.4,1,1
C01536,375.28,375.28,1,1
C01538,711.86,237.28666666666666,3,3
C01539,824.6800000000001,412.34000000000003,2,2
C01540,597.35,149.3375,4,4
C01541,983.46,245.865,4,3
C01542,621.11,310.555,2,2
C01543,859.98,214.995,4,3
C01545,3409.48,227.29866666666666,15,8
C01546,41.14,41.14,1,1
C01547,786.9300000000001,157.38600000000002,5,4
C01548,588.63,294.315,2,2
C01550,953.7,238.425,4,3
C01551,3265.0099999999998,251.15461538461537,13,11
C01552,1118.42,186.40333333333334,6,6
C01553,1500.67,187.58375,8,7
C01554,3057.8,277.9818181818182,11,7
C01555,62.54,62.54,1,1
C01556,275.23,137.615,2,2
C01557,778.7,194.675,4,4
C01558,366.3,366.3,1,1
C01559,2924.31,265.8463636363636,11,8
C01560,1306.18,261.236,5,4
C01561,355.47,118.49000000000001,3,3
C01563,160.16,80.08,2,2
C01564,162.17,162.17,1,1
C01565,464.48,232.24,2,2
C01566,1697.21,339.442,5,4
C01567,340.04,340.04,1,1
C01568,188.75,188.75,1,1
C01569,329.48,164.74,2,2
C01570,2015.6999999999998,287.95714285714286,7,7
C01571,343.32,171.66,2,2
C01572,796.53,398.265,2,2
C01573,477.56,238.78,2,2
C01574,2748.9,305.43333333333334,9,6
C01576,205.58,205.58,1,1
C01578,3469.51,346.951,10,8
C01579,1813.0,259.0,7,7
C01580,1398.1399999999999,279.628,5,5
C01582,67.87,33.935,2,2
C01583,239.52999999999997,119.76499999999999,2,2
C01584,1122.79,224.558,5,4
C01585,5540.99,251.8631818181818,22,13
C01587,2377.96,264.21777777777777,9,6
C01588,1268.78,317.195,4,3
C01589,85.03,85.03,1,1
C01590,1499.66,299.932,5,5
C01591,745.72,186.43,4,4
C01592,5285.13,251.67285714285714,21,11
C01594,250.45,250.45,1,1
C01595,2282.27,253.58555555555554,9,8
C01596,845.54,211.385,4,4
C01597,1425.5,356.375,4,4
C01600,1143.38,228.67600000000002,5,4
C01601,275.68,137.84,2,1
C01602,595.71,148.9275,4,3
C01603,735.06,367.53,2,2
C01604,421.09,210.545,2,2
C01606,2410.49,344.35571428571427,7,6
C01608,939.61,234.9025,4,2
C01609,151.04,151.04,1,1
C01610,834.77,278.25666666666666,3,3
C01611,2479.85,225.4409090909091,11,7
C01612,1499.81,249.96833333333333,6,5
C01613,1554.15,222.02142857142857,7,6
C01614,272.41,272.41,1,1
C01615,76.78,76.78,1,1
C01616,2066.0,344.3333333333333,6,5
C01617,7142.6900000000005,246.29965517241382,29,13
C01618,840.37,210.0925,4,4
C01619,1467.71,366.9275,4,3
C01620,1913.3500000000001,239.16875000000002,8,6
C01621,748.17,249.39,3,3
C01623,1002.94,334.31333333333333,3,3
C01624,4361.72,242.3177777777778,18,10
C01626,2408.83,301.10375,8,7
C01627,38.16,38.16,1,1
C01628,1731.03,346.206,5,5
C01629,92.77,92.77,1,1
C01630,179.57,89.785,2,2
C01631,1919.18,383.836,5,4
C01632,185.68,185.68,1,1
C01633,1839.01,229.87625,8,6
C01634,819.1800000000001,273.06,3,2
C01635,4638.7,309.24666666666667,15,9
C01637,803.35,200.8375,4,3
C01639,5399.26,269.963,20,13
C01640,3629.98,226.87375,16,11
C01641,728.65,364.325,2,2
C01642,1550.65,221.52142857142857,7,7
C01643,427.83000000000004,213.91500000000002,2,2
C01644,1737.0,289.5,6,6
C01646,2840.72,202.9085714285714,14,12
C01647,470.15000000000003,235.07500000000002,2,2
C01648,1603.6200000000001,267.27000000000004,6,6
C01649,2679.44,297.71555555555557,9,8
C01650,427.72,142.57333333333335,3,3
C01653,1195.31,398.43666666666667,3,3
C01654,342.58,342.58,1,1
C01655,349.92,349.92,1,1
C01656,2433.48,187.19076923076923,13,11
C01657,996.68,249.17,4,4
C01658,669.14,223.04666666666665,3,3
C01659,867.38,433.69,2,2
C01660,1663.36,332.67199999999997,5,5
C01662,827.3299999999999,413.66499999999996,2,2
C01663,3503.82,269.5246153846154,13,10
C01664,883.62,294.54,3,2
C01665,5347.42,232.49652173913043,23,14
C01666,3632.27,279.4053846153846,13,7
C01667,374.18,374.18,1,1
C01668,4219.79,324.59923076923076,13,7
C01669,14.27,14.27,1,1
C01670,3477.09,316.09909090909093,11,8
C01671,1073.96,357.9866666666667,3,3
C01672,2194.69,274.33625,8,6
C01673,1798.69,256.9557142857143,7,5
C01674,1600.31,228.6157142857143,7,5
C01675,813.85,203.4625,4,4
C01676,785.23,392.615,2,2
C01678,930.55,310.18333333333334,3,2
C01680,2267.57,251.95222222222225,9,8
C01682,7377.35,263.4767857142857,28,12
C01683,1090.42,272.605,4,4
C01684,3140.59,314.059,10,8
C01686,1195.52,298.88,4,4
C01687,2730.14,248.19454545454545,11,8
C01688,538.4300000000001,269.21500000000003,2,2
C01690,3073.78,384.2225,8,7
C01692,1046.2,348.73333333333335,3,2
C01693,576.11,192.03666666666666,3,3
C01694,638.4100000000001,319.20500000000004,2,2
C01695,674.23,337.115,2,2
C01699,3760.78,289.29076923076923,13,9
C01700,1272.0900000000001,318.02250000000004,4,2
C01701,4072.16,239.53882352941176,17,11
C01702,992.04,330.68,3,3
C01703,1389.25,277.85,5,5
C01704,307.56,153.78,2,2
C01705,390.8,390.8,1,1
C01706,108.6,108.6,1,1
C01707,195.60999999999999,65.20333333333333,3,3
C01708,51.41,51.41,1,1
C01709,638.45,159.6125,4,4
C01710,1360.74,194.39142857142858,7,6
C01711,434.87,434.87,1,1
C01712,199.33,199.33,1,1
C01713,2471.09,274.5655555555556,9,8
C01714,593.53,296.765,2,2
C01715,399.39,399.39,1,1
C01716,5797.3099999999995,263.5140909090909,22,11
C01718,1889.6100000000001,209.95666666666668,9,7
C01719,5071.14,241.48285714285717,21,13
C01720,435.14,435.14,1,1
C01724,236.25,118.125,2,2
C01725,1350.21,192.88714285714286,7,5
C01727,599.1800000000001,299.59000000000003,2,2
C01728,3910.54,230.03176470588235,17,10
C01729,3402.2000000000003,283.5166666666667,12,9
C01730,618.98,206.32666666666668,3,3
C01731,674.8499999999999,337.42499999999995,2,2
C01732,193.88,193.88,1,1
C01733,324.2,324.2,1,1
C01734,593.16,296.58,2,2
C01736,3081.72,237.0553846153846,13,11
C01738,518.95,129.7375,4,4
C01739,677.48,225.82666666666668,3,3
C01740,654.97,218.32333333333335,3,3
C01741,1256.03,179.43285714285713,7,6
C01742,1623.69,231.9557142857143,7,6
C01743,2225.59,317.9414285714286,7,6
C01745,918.3299999999999,306.10999999999996,3,3
C01746,1618.98,269.83,6,5
C01748,633.88,211.29333333333332,3,3
C01749,1980.62,330.1033333333333,6,4
C01750,199.05,199.05,1,1
C01751,804.63,268.21,3,3
C01752,305.84,305.84,1,1
C01755,6474.0199999999995,323.70099999999996,20,10
C01756,3112.0,311.2,10,6
C01757,2772.6,252.05454545454543,11,9
C01758,473.1,236.55,2,2
C01760,666.01,222.00333333333333,3,3
C01761,400.17,200.085,2,2
C01762,1638.46,204.8075,8,7
C01763,359.86,359.86,1,1
C01764,1142.5,285.625,4,4
C01765,454.23,454.23,1,1
C01767,1861.1200000000001,206.79111111111112,9,7
C01768,1405.28,281.056,5,4
C01769,1418.34,202.61999999999998,7,6
C01770,841.4000000000001,280.4666666666667,3,3
C01771,543.65,181.21666666666667,3,3
C01772,2861.25,286.125,10,7
C01773,2760.39,212.3376923076923,13,10
C01774,2786.2000000000003,232.18333333333337,12,8
C01775,1863.24,232.905,8,7
C01776,746.49,248.83,3,3
C01777,67.84,67.84,1,1
C01778,821.53,205.3825,4,4
C01779,863.9399999999999,287.97999999999996,3,3
C01780,2549.99,318.74875,8,6
C01782,2501.13,250.113,10,6
C01783,1216.33,405.4433333333333,3,3
C01784,894.07,298.02333333333337,3,3
C01785,794.79,264.93,3,3
C01786,2369.4900000000002,182.26846153846157,13,7
C01787,807.15,201.7875,4,4
C01788,993.1800000000001,165.53,6,5
C01789,324.45,324.45,1,1
C01790,306.8,306.8,1,1
C01792,1635.82,272.63666666666666,6,5
C01793,1839.3600000000001,306.56,6,5
C01794,302.15,302.15,1,1
C01797,1561.81,260.3016666666667,6,5
C01798,121.03,121.03,1,1
C01800,480.1,480.1,1,1
C01801,3730.58,219.44588235294117,17,10
C01802,701.78,350.89,2,2
C01803,1223.95,305.9875,4,4
C01805,802.26,401.13,2,2
C01806,1644.95,234.99285714285716,7,7
C01807,1193.0900000000001,170.4414285714286,7,5
C01808,709.6,354.8,2,2
C01810,690.63,345.315,2,2
C01811,1981.05,330.175,6,5
