line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,rejection_reason
30131,T006705,P0058,PR012,-5.0,-110.7,Transaction was rejected
30132,T006705,P0180,PR020,1.0,194.11,Transaction was rejected
30133,T006705,P0183,,1.0,281.62,Transaction was rejected
30141,T006707,P0167,PR027,5.0,166.4,Transaction was rejected
30142,T006707,P0135,PR026,1.0,28.53,Transaction was rejected
30143,T006707,P0162,PR011,2.0,168.06,Transaction was rejected
30144,T006707,P0165,PR001,3.0,193.35,Transaction was rejected
30145,T006707,P0024,PR014,-3.0,-338.55,Transaction was rejected
30146,T006707,P0098,PR007,2.0,44.2,Transaction was rejected
30147,T006707,P0165,,5.0,322.25,Transaction was rejected
30194,T006720,P0178,,4.0,867.84,Transaction was rejected
30195,T006720,P0059,PR014,5.0,308.2,Transaction was rejected
30196,T006720,P0141,PR013,4.0,73.24,Transaction was rejected
30197,T006720,P0011,PR005,5.0,,Transaction was rejected
30198,T006720,P0089,PR014,2.0,46.44,Transaction was rejected
30199,T006720,P0097,PR028,5.0,156.3,Transaction was rejected
30302,T006742,P0130,PR027,5.0,61.7,Transaction was rejected
30303,T006742,P0167,,4.0,133.12,Transaction was rejected
30304,T006742,P0190,,4.0,94.32,Transaction was rejected
30305,T006742,P0163,PR024,4.0,249.76,Transaction was rejected
30306,T006742,P0181,,2.0,370.82,Transaction was rejected
30307,T006742,P0011,PR026,3.0,,Transaction was rejected
30308,T006742,P0191,PR016,4.0,911.52,Transaction was rejected
30309,T006742,P0186,,3.0,666.12,Transaction was rejected
30310,T006743,P0196,,4.0,1168.24,Transaction was rejected
30311,T006743,P0122,PR007,5.0,150.45,Transaction was rejected
30312,T006743,P0118,,5.0,110.45,Transaction was rejected
30313,T006743,P0013,,-1.0,,Transaction was rejected
30314,T006743,P0174,,3.0,461.01,Transaction was rejected
30334,T006749,P0119,PR027,1.0,20.57,Transaction was rejected
30335,T006749,P0080,PR003,3.0,142.8,Transaction was rejected
30347,T006753,P0141,,1.0,18.31,Transaction was rejected
30485,T006783,P0070,PR001,3.0,53.88,Transaction was rejected
30486,T006783,P0152,PR010,4.0,110.72,Transaction was rejected
30487,T006783,P0087,PR001,2.0,31.42,Transaction was rejected
30488,T006783,P0152,PR017,4.0,110.72,Transaction was rejected
30489,T006783,P0184,PR016,1.0,53.24,Transaction was rejected
30490,T006783,P0070,PR013,3.0,53.88,Transaction was rejected
30491,T006783,P0163,,3.0,187.32,Transaction was rejected
30632,T006818,P0163,PR028,5.0,324.81,Transaction was rejected
30705,T006839,P0157,,4.0,202.48,Transaction was rejected
30706,T006839,P0102,,3.0,166.11,Transaction was rejected
30707,T006839,P0073,,4.0,73.36,Transaction was rejected
30708,T006839,P0129,,5.0,150.25,Transaction was rejected
30709,T006839,P0109,PR026,4.0,150.6,Transaction was rejected
30710,T006839,P0189,,1.0,116.68,Transaction was rejected
30732,T006846,P0042,,2.0,105.44,Transaction was rejected
30733,T006846,P0011,,1.0,,Transaction was rejected
30831,T006867,P0061,PR016,4.0,297.28,Transaction was rejected
30832,T006868,P0060,PR010,5.0,,Transaction was rejected
30833,T006868,P0129,PR013,5.0,150.25,Transaction was rejected
30834,T006868,P0010,PR003,1.0,120.84,Transaction was rejected
30835,T006868,P0157,PR028,3.0,151.86,Transaction was rejected
30836,T006868,P0023,PR017,5.0,94.95,Transaction was rejected
30878,T006879,P0066,PR018,-5.0,-160.45,Transaction was rejected
30879,T006879,P0127,PR010,5.0,106.5,Transaction was rejected
31086,T006930,P0175,PR013,4.0,131.2,Transaction was rejected
31197,T006954,P0095,PR022,2.0,,Transaction was rejected
31198,T006954,P0012,PR025,3.0,562.95,Transaction was rejected
31208,T006957,P0036,PR013,1.0,141.97,Transaction was rejected
31209,T006957,P0042,PR021,1.0,52.72,Transaction was rejected
31210,T006957,P0067,PR026,5.0,175.6,Transaction was rejected
31211,T006957,P0093,PR016,1.0,46.1,Transaction was rejected
31212,T006957,P0084,PR026,5.0,92.35,Transaction was rejected
31213,T006957,P0080,PR022,2.0,95.2,Transaction was rejected
31214,T006957,P0068,PR029,3.0,206.4,Transaction was rejected
31259,T006966,P0171,PR019,2.0,50.6,Transaction was rejected
31260,T006966,P0104,PR003,4.0,96.84,Transaction was rejected
31261,T006966,P0124,PR003,3.0,67.17,Transaction was rejected
31262,T006966,P0165,PR017,4.0,257.8,Transaction was rejected
31263,T006966,P0022,,4.0,129.12,Transaction was rejected
31264,T006966,P0144,PR027,2.0,24.1,Transaction was rejected
31334,T006987,P0152,PR010,3.0,83.04,Transaction was rejected
31335,T006987,P0120,PR015,5.0,145.4,Transaction was rejected
31336,T006987,P0015,PR023,1.0,176.82,Transaction was rejected
31337,T006987,P0037,PR005,-5.0,-506.05,Transaction was rejected
31338,T006987,P0002,,1.0,119.93,Transaction was rejected
31339,T006987,P0161,PR010,3.0,110.7,Transaction was rejected
31340,T006987,P0120,,2.0,58.16,Transaction was rejected
31361,T006992,P0134,PR015,1.0,23.26,Transaction was rejected
31362,T006992,P0134,PR012,3.0,69.78,Transaction was rejected
31363,T006992,P0034,,2.0,190.7,Transaction was rejected
31364,T006992,P0156,PR013,2.0,22.06,Transaction was rejected
31365,T006992,P0042,PR016,4.0,210.88,Transaction was rejected
31423,T007005,P0143,PR028,5.0,16.1,Transaction was rejected
31427,T007007,P0160,PR011,1.0,30.36,Transaction was rejected
31428,T007007,P0154,PR023,1.0,81.27,Transaction was rejected
31429,T007007,P0011,PR005,3.0,,Transaction was rejected
31430,T007007,P0064,PR001,2.0,60.7,Transaction was rejected
31431,T007007,P0177,PR014,5.0,1073.25,Transaction was rejected
31513,T007029,P0060,,4.0,47.76,Transaction was rejected
31514,T007029,P0096,PR017,4.0,62.4,Transaction was rejected
31515,T007029,P0083,PR014,1.0,14.42,Transaction was rejected
31516,T007029,P0067,PR004,-4.0,-140.48,Transaction was rejected
31517,T007029,P0021,PR009,1.0,40.64,Transaction was rejected
31518,T007029,P0133,PR014,1.0,39.86,Transaction was rejected
31519,T007029,P0115,PR015,2.0,65.06,Transaction was rejected
31520,T007029,P0093,PR012,1.0,46.1,Transaction was rejected
31564,T007038,P0170,PR004,0.0,0.0,Transaction was rejected
31565,T007038,P0015,PR002,3.0,530.46,Transaction was rejected
31566,T007038,P0129,PR017,1.0,30.05,Transaction was rejected
31567,T007038,P0053,PR015,1.0,39.03,Transaction was rejected
31568,T007038,P0039,,2.0,292.48,Transaction was rejected
31569,T007038,P0030,,5.0,109.95,Transaction was rejected
31570,T007038,P0016,PR021,3.0,529.05,Transaction was rejected
31706,T007067,P0122,PR010,2.0,60.18,Transaction was rejected
31707,T007067,P0006,PR006,5.0,773.6,Transaction was rejected
31708,T007067,P0122,,-5.0,-150.45,Transaction was rejected
31709,T007067,P0063,PR016,2.0,152.98,Transaction was rejected
31710,T007067,P0124,PR030,5.0,111.95,Transaction was rejected
31711,T007067,P0002,PR026,5.0,599.65,Transaction was rejected
31712,T007067,P0057,,2.0,106.4,Transaction was rejected
31713,T007067,P0111,,4.0,65.68,Transaction was rejected
31714,T007068,P0014,PR009,2.0,33.58,Transaction was rejected
31715,T007068,P0038,,5.0,276.3,Transaction was rejected
31716,T007068,P0105,PR024,-3.0,-103.5,Transaction was rejected
31717,T007068,P0177,PR029,3.0,643.95,Transaction was rejected
31718,T007068,,PR022,0.0,0.0,Transaction was rejected
31739,T007074,P0082,PR001,2.0,23.66,Transaction was rejected
31740,T007074,P0022,PR005,2.0,64.56,Transaction was rejected
31741,T007074,P0134,,2.0,46.52,Transaction was rejected
31754,T007079,P0020,PR011,1.0,32.28,Transaction was rejected
31755,T007079,P0028,PR014,,201.32,Transaction was rejected
31764,T007081,P0128,PR027,4.0,137.28,Transaction was rejected
31765,T007081,P0014,PR027,4.0,67.16,Transaction was rejected
31766,T007081,P0095,,5.0,,Transaction was rejected
31767,T007081,P0054,PR022,2.0,97.02,Transaction was rejected
31776,T007084,P0071,PR019,4.0,151.48,Transaction was rejected
31812,T007093,P0072,,1.0,9.37,Transaction was rejected
31813,T007093,P0179,,3.0,443.67,Transaction was rejected
31814,T007093,P0093,PR024,2.0,92.2,Transaction was rejected
31815,T007093,P0073,PR004,2.0,36.68,Transaction was rejected
31816,T007093,P0067,PR017,1.0,35.12,Transaction was rejected
31869,T007104,P0050,PR029,2.0,17.08,Transaction was rejected
31870,T007104,P0004,PR004,2.0,382.92,Transaction was rejected
31871,T007104,P0033,,2.0,40.74,Transaction was rejected
31872,T007104,P0125,,2.0,53.56,Transaction was rejected
31873,T007104,P0141,PR025,1.0,18.31,Transaction was rejected
31874,T007104,P0166,PR004,5.0,426.65,Transaction was rejected
31875,T007105,P0089,,5.0,116.1,Transaction was rejected
31876,T007105,P0003,PR013,1.0,35.29,Transaction was rejected
31877,T007106,P0137,PR017,3.0,28.53,Transaction was rejected
31878,T007106,P0163,PR019,3.0,187.32,Transaction was rejected
31879,T007106,P0015,PR021,2.0,353.64,Transaction was rejected
31880,T007106,P0186,PR030,5.0,1110.2,Transaction was rejected
31881,T007106,P0179,,3.0,443.67,Transaction was rejected
31882,T007107,P0135,PR005,5.0,142.65,Transaction was rejected
31883,T007107,P0050,PR024,4.0,34.16,Transaction was rejected
31885,T007107,P0192,PR020,5.0,1086.5,Transaction was rejected
31886,T007107,P0068,,2.0,137.6,Transaction was rejected
31887,T007107,P0052,PR015,4.0,395.76,Transaction was rejected
31888,T007107,P0045,PR026,5.0,,Transaction was rejected
31889,T007107,P0068,PR006,,206.4,Transaction was rejected
31906,T007111,P0078,PR029,2.0,49.98,Transaction was rejected
31907,T007111,P0126,PR011,2.0,56.68,Transaction was rejected
31908,T007111,P0097,PR022,3.0,93.78,Transaction was rejected
31966,T007124,,,5.0,100.15,Transaction was rejected
31967,T007124,P0036,PR006,4.0,567.88,Transaction was rejected
31977,T007127,P0103,PR012,3.0,48.15,Transaction was rejected
31978,T007127,P0089,PR029,5.0,116.1,Transaction was rejected
31979,T007127,P0189,PR015,1.0,116.68,Transaction was rejected
31980,T007127,P0002,PR009,3.0,359.79,Transaction was rejected
32056,T007145,P0166,PR018,3.0,255.99,Transaction was rejected
32057,T007145,P0183,,3.0,844.86,Transaction was rejected
32058,T007145,P0028,PR023,4.0,402.64,Transaction was rejected
32059,T007145,P0067,,1.0,35.12,Transaction was rejected
32060,T007145,P0081,PR006,5.0,222.15,Transaction was rejected
32061,T007145,P0045,,1.0,49.2,Transaction was rejected
32062,T007145,P0127,PR029,,85.2,Transaction was rejected
32063,T007145,P0103,PR005,1.0,16.05,Transaction was rejected
32213,T007181,P0095,PR001,2.0,,Transaction was rejected
32214,T007181,P0132,PR021,2.0,68.8,Transaction was rejected
32277,T007194,P0018,PR028,4.0,,Transaction was rejected
32278,T007194,P0175,,4.0,131.2,Transaction was rejected
32279,T007194,,,1.0,51.07,Transaction was rejected
32280,T007194,P0044,PR023,5.0,179.1,Transaction was rejected
32281,T007194,P0033,PR021,5.0,101.85,Transaction was rejected
32282,T007194,P0132,,5.0,172.0,Transaction was rejected
32289,T007196,P0105,,5.0,172.5,Transaction was rejected
32290,T007196,P0038,PR018,3.0,165.78,Transaction was rejected
32291,T007196,P0153,PR002,2.0,49.54,Transaction was rejected
32292,T007196,P0051,PR029,3.0,120.6,Transaction was rejected
32293,T007196,P0082,PR003,5.0,59.15,Transaction was rejected
32294,T007196,,PR023,1.0,140.04,Transaction was rejected
32333,T007203,,,4.0,88.36,Transaction was rejected
32334,T007203,P0107,,5.0,324.35,Transaction was rejected
32335,T007203,P0182,,-2.0,-333.9,Transaction was rejected
32336,T007203,P0073,,2.0,36.68,Transaction was rejected
32337,T007203,P0015,PR007,5.0,884.1,Transaction was rejected
32338,T007203,P0108,PR004,2.0,87.5,Transaction was rejected
32339,T007203,P0059,PR030,3.0,184.92,Transaction was rejected
32361,T007210,,,3.0,194.61,Transaction was rejected
32362,T007210,P0165,PR012,3.0,193.35,Transaction was rejected
32363,T007210,P0050,PR003,4.0,34.16,Transaction was rejected
32459,T007234,P0117,PR010,2.0,35.28,Transaction was rejected
32460,T007234,P0160,PR009,4.0,121.44,Transaction was rejected
32461,T007234,P0005,PR025,2.0,355.12,Transaction was rejected
32462,T007234,P0172,PR011,3.0,109.38,Transaction was rejected
32463,T007234,P0161,PR018,5.0,184.5,Transaction was rejected
32464,T007234,P0190,,3.0,70.74,Transaction was rejected
32465,T007234,P0099,PR003,2.0,67.8,Transaction was rejected
32466,T007234,P0058,,3.0,66.42,Transaction was rejected
32559,T007257,P0184,,3.0,,Transaction was rejected
32560,T007257,P0093,,4.0,184.4,Transaction was rejected
32561,T007257,P0082,,1.0,11.83,Transaction was rejected
32562,T007257,P0057,PR027,3.0,159.6,Transaction was rejected
32564,T007257,P0021,PR007,2.0,81.28,Transaction was rejected
32565,T007257,P0051,PR023,0.0,0.0,Transaction was rejected
32707,T007293,P0168,PR012,1.0,82.08,Transaction was rejected
32708,T007293,P0146,,2.0,11.88,Transaction was rejected
32709,T007293,P0182,PR005,2.0,333.9,Transaction was rejected
33104,T007375,P0091,PR029,1.0,31.31,Transaction was rejected
33105,T007375,P0190,PR015,3.0,70.74,Transaction was rejected
33106,T007375,P0003,PR017,2.0,70.58,Transaction was rejected
33113,T007378,P0120,PR028,3.0,87.24,Transaction was rejected
33138,T007385,P0124,PR019,2.0,44.78,Transaction was rejected
33139,T007385,P0105,PR027,5.0,172.5,Transaction was rejected
33140,T007385,P0036,,1.0,141.97,Transaction was rejected
33141,T007385,P0175,PR021,4.0,131.2,Transaction was rejected
33180,T007392,P0086,,4.0,106.52,Transaction was rejected
33181,T007392,P0127,PR003,1.0,21.3,Transaction was rejected
33182,T007392,P0140,PR003,5.0,84.85,Transaction was rejected
33183,T007392,P0028,PR016,4.0,402.64,Transaction was rejected
33184,T007392,P0066,,1.0,32.09,Transaction was rejected
33185,T007392,P0018,PR002,3.0,454.05,Transaction was rejected
33186,T007392,P0144,PR002,5.0,60.25,Transaction was rejected
33189,T007394,P0097,PR010,2.0,62.52,Transaction was rejected
33190,T007394,P0016,,4.0,705.4,Transaction was rejected
33191,T007394,P0146,PR010,3.0,17.82,Transaction was rejected
33192,T007394,P0008,PR016,5.0,131.05,Transaction was rejected
33193,T007394,P0115,,2.0,65.06,Transaction was rejected
33194,T007394,P0176,PR003,3.0,483.9,Transaction was rejected
33195,T007394,P0021,PR024,0.0,0.0,Transaction was rejected
33279,T007412,P0082,,3.0,35.49,Transaction was rejected
33283,T007414,P0103,PR006,5.0,80.25,Transaction was rejected
33314,T007422,P0087,PR008,3.0,54.53,Transaction was rejected
33315,T007422,P0159,PR004,3.0,192.06,Transaction was rejected
33330,T007425,P0154,PR027,1.0,81.27,Transaction was rejected
33339,T007427,P0184,PR021,3.0,159.72,Transaction was rejected
33340,T007427,P0085,PR017,1.0,30.66,Transaction was rejected
33341,T007427,P0183,PR010,4.0,1126.48,Transaction was rejected
33528,T007462,P0109,PR028,5.0,188.25,Transaction was rejected
33529,T007462,P0012,PR005,5.0,938.25,Transaction was rejected
33530,T007462,P0189,PR010,5.0,583.4,Transaction was rejected
33714,T007501,P0059,PR008,4.0,246.56,Transaction was rejected
33715,T007501,P0005,PR014,5.0,887.8,Transaction was rejected
33716,T007501,P0100,PR006,3.0,8355.0,Transaction was rejected
33717,T007501,P0163,,1.0,62.44,Transaction was rejected
33718,T007501,P0057,PR028,1.0,53.2,Transaction was rejected
33719,T007501,P0165,,4.0,257.8,Transaction was rejected
33720,T007501,P0186,PR025,2.0,444.08,Transaction was rejected
33843,T007530,P0118,PR018,3.0,66.27,Transaction was rejected
33844,T007530,P0177,PR011,3.0,643.95,Transaction was rejected
33845,T007530,P0079,PR019,1.0,48.44,Transaction was rejected
33846,T007530,P0114,PR022,1.0,54.38,Transaction was rejected
33856,T007533,P0078,PR018,3.0,74.97,Transaction was rejected
33857,T007533,P0007,PR014,3.0,84.33,Transaction was rejected
33858,T007533,P0055,PR011,-3.0,-187.56,Transaction was rejected
33859,T007533,P0080,PR029,3.0,142.8,Transaction was rejected
33874,T007537,P0135,PR002,3.0,97.4,Transaction was rejected
33875,T007537,P0082,,3.0,35.49,Transaction was rejected
33876,T007537,P0067,,2.0,70.24,Transaction was rejected
33877,T007537,,PR023,-4.0,-159.44,Transaction was rejected
33878,T007537,P0171,PR007,2.0,50.6,Transaction was rejected
33879,T007537,P0185,PR023,2.0,225.9,Transaction was rejected
34065,T007578,P0133,,5.0,199.3,Transaction was rejected
34066,T007578,P0005,PR012,3.0,532.68,Transaction was rejected
34069,T007581,P0078,,,24.99,Transaction was rejected
34070,T007581,P0011,PR012,,,Transaction was rejected
34071,T007581,P0100,,2.0,5570.0,Transaction was rejected
34072,T007581,P0070,,3.0,53.88,Transaction was rejected
34073,T007581,P0037,PR025,1.0,101.21,Transaction was rejected
34083,T007584,P0018,PR005,4.0,605.4,Transaction was rejected
34084,T007584,P0004,PR006,5.0,957.3,Transaction was rejected
34085,T007584,P0056,PR004,4.0,54.68,Transaction was rejected
34086,T007584,P0044,,2.0,71.64,Transaction was rejected
34087,T007584,P0017,PR013,5.0,181.7,Transaction was rejected
34088,T007584,P0035,PR020,4.0,188.16,Transaction was rejected
34089,T007584,P0053,PR027,3.0,117.09,Transaction was rejected
34141,T007595,P0191,PR018,2.0,455.76,Transaction was rejected
34142,T007595,P0083,PR021,1.0,14.42,Transaction was rejected
34143,T007595,P0066,PR029,3.0,96.27,Transaction was rejected
34144,T007595,P0046,,4.0,391.6,Transaction was rejected
34184,T007606,P0068,PR010,2.0,137.6,Transaction was rejected
34185,T007606,P0126,PR011,3.0,71.31,Transaction was rejected
34186,T007606,P0128,PR003,5.0,171.6,Transaction was rejected
34187,T007606,P0035,,5.0,235.2,Transaction was rejected
34188,T007606,P0034,PR010,5.0,476.75,Transaction was rejected
34189,T007606,P0188,PR014,4.0,,Transaction was rejected
34262,T007625,P0172,PR028,-1.0,,Transaction was rejected
34263,T007625,P0111,PR027,5.0,82.1,Transaction was rejected
34264,T007625,P0099,,-2.0,-67.8,Transaction was rejected
34265,T007625,P0011,PR004,4.0,,Transaction was rejected
34266,T007625,P0063,PR003,,305.96,Transaction was rejected
34267,T007625,P0018,PR001,4.0,605.4,Transaction was rejected
34268,T007625,P0041,PR009,1.0,36.58,Transaction was rejected
34286,T007630,P0023,,4.0,75.96,Transaction was rejected
34287,T007630,P0183,PR012,5.0,1408.1,Transaction was rejected
34288,T007630,P0057,,-4.0,-212.8,Transaction was rejected
34289,T007630,P0057,PR028,5.0,266.0,Transaction was rejected
34290,T007630,P0105,PR020,2.0,69.0,Transaction was rejected
34332,T007640,,PR025,3.0,102.96,Transaction was rejected
34333,T007640,,,2.0,6.44,Transaction was rejected
34334,T007640,P0051,PR006,3.0,120.6,Transaction was rejected
34335,T007640,P0108,PR003,3.0,131.25,Transaction was rejected
34336,T007640,P0176,PR026,3.0,483.9,Transaction was rejected
34337,T007640,P0115,PR005,4.0,130.12,Transaction was rejected
34347,T007643,P0058,,5.0,110.7,Transaction was rejected
34348,T007643,P0075,,1.0,29.13,Transaction was rejected
34349,T007643,P0023,PR021,2.0,37.98,Transaction was rejected
34350,T007643,P0165,PR024,3.0,193.35,Transaction was rejected
34378,T007649,P0107,,5.0,324.35,Transaction was rejected
34379,T007649,P0162,PR006,1.0,84.03,Transaction was rejected
34380,T007649,P0070,,2.0,29.9,Transaction was rejected
34381,T007649,P0025,PR017,3.0,394.08,Transaction was rejected
34382,T007649,P0088,PR019,4.0,28.56,Transaction was rejected
34421,T007658,P0146,PR028,1.0,5.94,Transaction was rejected
34466,T007670,P0066,PR019,2.0,64.18,Transaction was rejected
34467,T007670,P0004,PR025,4.0,765.84,Transaction was rejected
34478,T007673,P0176,PR021,1.0,161.3,Transaction was rejected
34479,T007673,P0009,PR016,5.0,228.85,Transaction was rejected
34480,T007673,P0135,,1.0,28.53,Transaction was rejected
34481,T007673,P0009,PR010,2.0,105.89,Transaction was rejected
34482,T007673,P0181,PR026,1.0,185.41,Transaction was rejected
34483,T007673,P0112,,3.0,102.96,Transaction was rejected
34484,T007673,P0180,,4.0,776.44,Transaction was rejected
34485,T007673,P0089,PR004,5.0,116.1,Transaction was rejected
34521,T007681,P0038,,2.0,110.52,Transaction was rejected
34522,T007681,P0115,PR023,-2.0,-65.06,Transaction was rejected
34523,T007681,P0076,,4.0,307.48,Transaction was rejected
34524,T007681,P0020,PR011,2.0,64.56,Transaction was rejected
34583,T007695,P0009,PR028,3.0,137.31,Transaction was rejected
34584,T007695,P0189,PR013,-4.0,-466.72,Transaction was rejected
34847,T007751,P0091,PR019,2.0,62.62,Transaction was rejected
34848,T007751,P0064,PR027,2.0,60.7,Transaction was rejected
34849,T007751,P0156,PR004,5.0,55.15,Transaction was rejected
34850,T007751,P0016,PR010,,529.05,Transaction was rejected
34851,T007751,P0069,,4.0,159.92,Transaction was rejected
34864,T007755,P0082,PR005,3.0,35.49,Transaction was rejected
34865,T007755,P0148,PR023,2.0,27.64,Transaction was rejected
34866,T007755,,PR010,1.0,146.24,Transaction was rejected
34867,T007755,P0098,PR009,3.0,66.3,Transaction was rejected
34869,T007757,P0048,PR029,2.0,166.7,Transaction was rejected
34870,T007757,P0048,PR003,4.0,333.4,Transaction was rejected
34871,T007757,P0119,PR001,5.0,102.85,Transaction was rejected
34872,T007757,P0031,PR009,2.0,147.04,Transaction was rejected
34873,T007757,P0035,PR028,1.0,47.04,Transaction was rejected
34874,T007757,P0035,PR024,1.0,47.04,Transaction was rejected
34912,T007766,P0131,PR004,5.0,149.77,Transaction was rejected
34913,T007766,P0041,PR014,1.0,36.58,Transaction was rejected
35009,T007789,P0111,PR028,5.0,82.1,Transaction was rejected
35010,T007789,P0060,PR008,,11.94,Transaction was rejected
35011,T007789,P0123,PR015,,158.75,Transaction was rejected
35012,T007789,P0152,PR029,5.0,138.4,Transaction was rejected
35013,T007789,P0115,PR004,1.0,32.53,Transaction was rejected
35014,T007789,P0140,PR010,3.0,50.91,Transaction was rejected
35021,T007791,P0184,,2.0,106.48,Transaction was rejected
35038,T007797,P0061,,1.0,74.32,Transaction was rejected
35039,T007797,P0080,PR004,3.0,142.8,Transaction was rejected
35104,T007812,P0043,,4.0,164.4,Transaction was rejected
35120,T007817,P0114,,3.0,163.14,Transaction was rejected
35121,T007817,P0054,PR011,0.0,0.0,Transaction was rejected
35122,T007817,P0048,,5.0,416.75,Transaction was rejected
35123,T007817,P0057,PR028,5.0,266.0,Transaction was rejected
35124,T007817,P0109,PR002,5.0,188.25,Transaction was rejected
35125,T007817,P0010,PR028,2.0,230.62,Transaction was rejected
35252,T007843,P0174,PR023,3.0,461.01,Transaction was rejected
35338,T007863,P0050,PR013,4.0,34.16,Transaction was rejected
35339,T007863,P0034,PR023,4.0,381.4,Transaction was rejected
35340,T007863,,PR012,4.0,387.48,Transaction was rejected
35341,T007863,P0135,,0.0,0.0,Transaction was rejected
35342,T007863,P0083,PR005,4.0,57.68,Transaction was rejected
35425,T007880,P0037,,2.0,202.42,Transaction was rejected
35441,T007884,P0169,PR023,3.0,131.04,Transaction was rejected
35442,T007884,P0014,PR027,1.0,16.79,Transaction was rejected
35443,T007884,P0135,PR019,5.0,142.65,Transaction was rejected
35444,T007884,P0080,PR005,3.0,142.8,Transaction was rejected
35445,T007885,P0042,PR019,2.0,105.44,Transaction was rejected
35446,T007885,P0037,PR020,1.0,101.21,Transaction was rejected
35447,T007885,P0076,PR025,4.0,307.48,Transaction was rejected
35448,T007885,P0034,PR022,2.0,190.7,Transaction was rejected
35504,T007897,P0020,PR023,2.0,64.56,Transaction was rejected
35505,T007897,P0150,PR008,5.0,100.15,Transaction was rejected
35506,T007897,P0096,PR003,2.0,31.2,Transaction was rejected
35507,T007897,P0154,PR005,4.0,325.08,Transaction was rejected
35522,T007902,P0107,PR001,5.0,324.35,Transaction was rejected
35532,T007905,P0037,,5.0,502.42,Transaction was rejected
35533,T007905,P0157,PR026,3.0,151.86,Transaction was rejected
35601,T007925,P0053,,,78.06,Transaction was rejected
35602,T007925,P0124,PR028,2.0,44.78,Transaction was rejected
35603,T007925,P0032,PR010,3.0,35.94,Transaction was rejected
35670,T007939,P0176,PR020,1.0,161.3,Transaction was rejected
35671,T007939,P0120,PR029,1.0,29.08,Transaction was rejected
35686,T007945,P0113,PR021,4.0,204.28,Transaction was rejected
35687,T007945,P0038,PR007,3.0,165.78,Transaction was rejected
35688,T007945,P0117,PR017,4.0,70.56,Transaction was rejected
35689,T007945,P0022,PR008,2.0,73.09,Transaction was rejected
35690,T007945,P0147,,5.0,,Transaction was rejected
35691,T007945,P0167,PR012,1.0,33.28,Transaction was rejected
35701,T007949,P0012,PR025,1.0,187.65,Transaction was rejected
35702,T007949,P0196,,4.0,1168.24,Transaction was rejected
35703,T007949,P0101,PR025,5.0,242.45,Transaction was rejected
35704,T007949,P0118,PR008,4.0,88.36,Transaction was rejected
35705,T007949,P0172,PR028,0.0,0.0,Transaction was rejected
35706,T007949,P0132,PR019,2.0,68.8,Transaction was rejected
35769,T007964,P0181,PR015,4.0,741.64,Transaction was rejected
35770,T007964,P0053,,4.0,156.12,Transaction was rejected
35771,T007964,P0163,,3.0,187.32,Transaction was rejected
35772,T007964,P0114,,4.0,217.52,Transaction was rejected
35773,T007964,P0194,PR019,1.0,136.46,Transaction was rejected
35774,T007964,P0174,PR001,5.0,768.35,Transaction was rejected
35784,T007968,P0071,PR018,4.0,151.48,Transaction was rejected
35786,T007968,P0178,,3.0,650.88,Transaction was rejected
35787,T007968,P0042,PR004,1.0,52.72,Transaction was rejected
35788,T007968,P0046,PR027,1.0,97.9,Transaction was rejected
35789,T007968,P0143,PR010,4.0,12.88,Transaction was rejected
35790,T007968,P0057,PR026,5.0,266.0,Transaction was rejected
35881,T007991,P0079,PR023,1.0,48.44,Transaction was rejected
35882,T007991,P0194,PR018,1.0,136.46,Transaction was rejected
35883,T007991,P0014,PR020,4.0,67.16,Transaction was rejected
35884,T007991,P0121,PR002,4.0,77.44,Transaction was rejected
35885,T007991,P0028,PR025,3.0,301.98,Transaction was rejected
35886,T007991,P0177,PR006,1.0,214.65,Transaction was rejected
35887,T007991,P0101,PR027,4.0,193.96,Transaction was rejected
35897,T007994,P0174,,2.0,307.34,Transaction was rejected
35898,T007994,P0043,PR028,3.0,123.3,Transaction was rejected
35899,T007994,P0083,,5.0,72.1,Transaction was rejected
35900,T007994,P0021,PR024,2.0,81.28,Transaction was rejected
36061,T008030,P0142,PR019,2.0,41.4,Transaction was rejected
36062,T008030,P0181,,2.0,370.82,Transaction was rejected
36063,T008030,P0028,,5.0,503.3,Transaction was rejected
36064,T008030,P0129,PR008,,90.15,Transaction was rejected
36065,T008031,P0055,PR010,2.0,125.04,Transaction was rejected
36066,T008031,P0161,PR024,3.0,110.7,Transaction was rejected
36067,T008031,P0007,PR005,5.0,147.58,Transaction was rejected
36296,T008084,P0072,PR024,3.0,28.11,Transaction was rejected
36297,T008084,P0122,PR013,3.0,90.27,Transaction was rejected
36298,T008084,P0040,PR022,3.0,221.85,Transaction was rejected
36299,T008084,P0007,,1.0,28.11,Transaction was rejected
36300,T008084,P0075,,3.0,87.39,Transaction was rejected
36301,T008084,P0089,PR027,3.0,69.66,Transaction was rejected
36302,T008084,P0029,,4.0,516.96,Transaction was rejected
36303,T008084,P0012,,5.0,938.25,Transaction was rejected
36379,T008101,P0195,PR004,4.0,1153.96,Transaction was rejected
36380,T008101,P0101,PR029,4.0,193.96,Transaction was rejected
36381,T008101,P0185,,-1.0,-112.95,Transaction was rejected
36382,T008101,P0140,PR017,3.0,50.91,Transaction was rejected
36383,T008101,P0089,,3.0,69.66,Transaction was rejected
36384,T008101,P0085,PR023,4.0,122.64,Transaction was rejected
