customer_id,recency_days,frequency_total,first_purchase_date,frequency_30d,frequency_60d,frequency_90d,frequency_180d,frequency_365d,monetary_total,avg_order_value,max_order_value,min_order_value,std_order_value,monetary_30d,avg_order_value_30d,monetary_60d,avg_order_value_60d,monetary_90d,avg_order_value_90d,monetary_180d,avg_order_value_180d,monetary_365d,avg_order_value_365d,unique_categories,unique_products,total_items_purchased,top_category,pct_spend_apparel,pct_spend_automotive,pct_spend_beauty,pct_spend_books,pct_spend_electronics,pct_spend_grocery,pct_spend_home_&_garden,pct_spend_jewelry,pct_spend_sports,pct_spend_toys,pct_spend_unknown,unique_stores,unique_regions,primary_store_id,primary_region,loyalty_status,total_loyalty_points,segment_id,tenure_days,avg_days_between_purchases,std_days_between_purchases,avg_purchase_hour,preferred_time_of_day,preferred_day,weekend_transaction_pct,future_spend_30d,future_transactions_30d,will_purchase_30d
C00324,22,3,2023-12-13 12:41:00,1.0,1.0,1.0,1.0,2.0,641.97,213.99,350.89,11.97,178.59773906743612,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,291.08000000000004,145.54000000000002,6,7,29.0,Jewelry,0.0,0.0,0.02094787820836322,0.06077186645063615,0.0,0.0,0.10914853869514021,0.68533914136719,0.10058700098276184,0.0,0.023205574295908707,3,3,S003,Midwest,Bronze,133.0,HS,2273.0,180.5,146.37110370561533,14.666666666666666,morning,Monday,0.0,0.0,0.0,0
C00325,26,10,2023-08-21 14:26:00,1.0,2.0,4.0,6.0,7.0,2734.73,273.473,478.73,36.0,160.28648505098616,206.1,206.1,678.07,339.035,1495.96,373.99,1695.92,282.65333333333336,2174.65,310.6642857142857,10,36,127.0,Electronics,0.12724802390247755,0.13233443996958102,0.01690784413628826,0.015646516800209426,0.22935063277309198,0.002239234636091919,0.10195440831740449,0.25830058317458565,0.05926399494603662,0.056754321344233104,0.0,9,4,S007,West,Platinum,0.0,HS,1988.0,52.0,44.4156503948777,13.2,morning,Thursday,0.1,0.0,0.0,0
C00326,35,6,2023-01-05 14:19:00,0.0,1.0,1.0,1.0,3.0,1220.6,203.4333333333333,427.77,65.45,138.33190704485594,0.0,0.0,70.03,70.03,70.03,70.03,70.03,70.03,558.74,186.24666666666667,9,30,126.0,Beauty,0.04679414247440085,0.07844583965586847,0.10646917155068004,0.031083459994963068,0.15722452202899906,0.0,0.10762209822530287,0.3799114866173182,0.026728662313978253,0.06572061713848915,0.0,5,2,S010,Southwest,Gold,3838.0,LP,2210.0,138.0,141.66862743741115,18.5,night,Saturday,0.6666666666666666,0.0,0.0,0
C00327,62,3,2023-03-23 10:35:00,0.0,0.0,1.0,1.0,1.0,951.08,317.0266666666667,443.06,183.08,130.17052559367397,0.0,0.0,0.0,0.0,443.06,443.06,443.06,443.06,443.06,443.06,5,9,32.0,Apparel,0.4647848936348643,0.0,0.0,0.08407178598384257,0.0,0.0,0.10170379895451878,0.0,0.1965658457495877,0.1528736756771867,0.0,3,3,S005,South,Silver,1655.0,HC,2103.0,293.5,405.1721856198917,14.666666666666666,morning,Thursday,0.0,0.0,0.0,0
C00328,79,3,2023-07-05 11:21:00,0.0,0.0,1.0,1.0,1.0,647.39,215.79666666666665,357.81,66.19,145.95821365491335,0.0,0.0,0.0,0.0,66.19,66.19,66.19,66.19,66.19,66.19,5,7,23.0,Jewelry,0.0,0.03978626024224276,0.010044851276574136,0.0,0.0,0.01557836523813112,0.0,0.9214922468556601,0.013098276387391843,0.0,0.0,3,1,S002,West,Bronze,114.0,NR,1999.0,232.5,219.9102089490163,11.333333333333334,morning,Wednesday,0.3333333333333333,0.0,0.0,0
C00329,2,2,2024-04-07 13:06:00,1.0,1.0,1.0,1.0,2.0,499.83000000000004,249.91500000000002,323.92,175.91,104.6588746834209,175.91,175.91,175.91,175.91,175.91,175.91,175.91,175.91,499.83000000000004,249.91500000000002,3,5,13.0,Automotive,0.0,0.5713395102865619,0.2862394393447557,0.14242105036868244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,S005,South,Silver,1077.0,LP,1343.0,266.0,0.0,13.0,afternoon,Sunday,1.0,0.0,0.0,0
C00330,25,2,2023-03-28 12:19:00,1.0,1.0,1.0,1.0,1.0,577.24,288.62,405.35,171.89,165.08114913581142,405.35,405.35,405.35,405.35,405.35,405.35,405.35,405.35,405.35,405.35,7,10,27.0,Beauty,0.10203754039766282,0.0,0.06610234788005906,0.07261948076964235,0.5131519808231492,0.0,0.03657192389187338,0.0,0.03520749951843846,0.0,0.1743092267191747,2,2,S011,South,Gold,4076.0,HC,2055.0,619.0,0.0,15.5,afternoon,Tuesday,0.0,0.0,0.0,0
C00331,329,2,2023-08-25 10:37:00,0.0,0.0,0.0,0.0,1.0,148.95,74.475,114.96,33.99,57.25443607267475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.99,33.99,3,5,14.0,Grocery,0.0,0.43121055062349256,0.0,0.0,0.0,0.14106840457741057,0.42772104479909684,0.0,0.0,0.0,0.0,2,2,S003,Midwest,Silver,950.0,AR,1277.0,165.0,0.0,14.0,morning,Tuesday,0.0,0.0,0.0,0
C00332,54,5,2023-11-28 17:08:00,0.0,1.0,1.0,3.0,4.0,1497.99,299.598,467.33,105.47,175.39877328533402,0.0,0.0,454.23,454.23,454.23,454.23,907.22,302.4066666666667,1374.55,343.6375,8,17,48.0,Electronics,0.10416621731132468,0.08421175883329893,0.06640804340926668,0.021242439275402956,0.40963335685387586,0.03447043344559514,0.09988321896597943,0.1799845319052564,0.0,0.0,0.0,5,2,S001,Northeast,Bronze,298.0,HC,1509.0,85.75,93.36085903632207,14.0,afternoon,Tuesday,0.0,0.0,0.0,0
C00334,183,2,2023-07-12 19:30:00,0.0,0.0,0.0,0.0,1.0,352.4,176.2,191.44,160.96,21.55261469056597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.44,191.44,6,7,21.0,Beauty,0.012819647261130813,0.0,0.10495986910298212,0.0,0.20471721716752514,0.016441555037509777,0.0,0.23024531276682775,0.0,0.0,0.4308163986640243,2,2,S004,Northeast,Bronze,165.0,LP,1779.0,354.0,0.0,15.0,morning,Monday,0.0,0.0,0.0,0
C00337,94,3,2023-07-08 20:40:00,0.0,0.0,0.0,1.0,2.0,438.84000000000003,146.28,343.32,20.98,172.73025096953918,0.0,0.0,0.0,0.0,0.0,0.0,74.54,74.54,95.52000000000001,47.760000000000005,9,14,38.0,Grocery,0.0,0.0055322219423701345,0.7583235196013696,0.0,0.06727704675874556,0.004538368855639435,0.00996031394866,0.12121740195911587,0.016930899981620524,0.0014363219267135457,0.0147839050257653,2,1,S005,West,Silver,768.0,HS,1199.0,223.5,86.97413408594535,16.0,afternoon,Saturday,0.6666666666666666,0.0,0.0,0
C00338,218,4,2023-01-15 08:07:00,0.0,0.0,0.0,0.0,3.0,1024.5,256.125,499.29,63.37,189.23533593561928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.13,320.37666666666667,9,19,68.0,Books,0.021475617058079967,0.08282216752045772,0.02673585700663074,0.057483423147716935,0.16701483600558845,0.02889805513050806,0.1494245226531834,0.3653227773712106,0.0,0.10082274410662408,0.0,4,3,S002,South,Bronze,192.0,LP,2159.0,165.66666666666666,193.2364699877674,10.0,morning,Monday,0.25,0.0,0.0,0
C00339,88,3,2023-01-24 18:02:00,0.0,0.0,1.0,2.0,2.0,531.8,177.26666666666665,307.5,18.19,146.79585291599125,0.0,0.0,0.0,0.0,307.5,307.5,325.69,162.845,325.69,162.845,8,13,49.0,Apparel,0.6075962286778683,0.20755986782511066,0.03397507048902157,0.0,0.0347724576109006,0.04466962656766308,0.04859596075579541,0.016981156147535755,0.00584963192610454,0.0,0.0,2,2,S004,Southwest,Gold,2446.0,HS,2115.0,309.0,342.239682094289,17.333333333333332,afternoon,Tuesday,0.3333333333333333,0.0,0.0,0
C00341,364,1,2024-01-02 17:52:00,0.0,0.0,0.0,0.0,1.0,233.08,233.08,233.08,233.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.08,233.08,5,6,19.0,Apparel,0.5070240150682781,0.0,0.0,0.05325694553445299,0.2955266049285826,0.0,0.0,0.0,0.10073771778370744,0.04345471668497881,0.0,1,1,S005,West,Bronze,387.0,HS,1675.0,0.0,0.0,17.0,evening,Tuesday,0.0,0.0,0.0,0
C00342,433,1,2023-10-25 20:41:00,0.0,0.0,0.0,0.0,0.0,309.04,309.04,309.04,309.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,24.0,Home & Garden,0.0,0.0487085081485287,0.0,0.0,0.5067785483917002,0.016953506293347034,0.15761623426663243,0.2578987927048549,0.0,0.012044410194936782,0.0,1,1,S014,South,Bronze,190.0,NR,2022.0,0.0,0.0,20.0,evening,Wednesday,0.0,0.0,0.0,0
C00344,11,3,2023-10-10 21:44:00,1.0,1.0,1.0,1.0,2.0,546.74,182.24666666666667,337.13,40.9,148.5782091470123,168.71,168.71,168.71,168.71,168.71,168.71,168.71,168.71,505.84000000000003,252.92000000000002,6,10,27.0,Automotive,0.2746207510263019,0.1767757750782844,0.0,0.0,0.09606101564008497,0.0,0.04153059596866946,0.36778125708337184,0.043230605203287524,0.0,0.0,3,3,S003,Midwest,Bronze,206.0,AR,1803.0,218.0,32.526911934581186,15.666666666666666,morning,Tuesday,0.0,291.3,1.0,1
C00345,304,1,2024-03-02 17:22:00,0.0,0.0,0.0,0.0,1.0,307.54,307.54,307.54,307.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.54,307.54,4,7,21.0,Apparel,0.617321091447431,0.06117321091447431,0.0,0.03849131432762438,0.0,0.0,0.28301438331047035,0.0,0.0,0.0,0.0,1,1,S011,West,Silver,844.0,AR,1438.0,0.0,0.0,17.0,evening,Saturday,1.0,0.0,0.0,0
C00346,511,3,2023-02-27 21:50:00,0.0,0.0,0.0,0.0,0.0,745.4200000000001,248.47333333333336,341.47,141.3,100.8352152441464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,12,39.0,Grocery,0.0,0.11354485605015532,0.014933324361001761,0.027679642901203415,0.5340499983176877,0.1133485862970066,0.05117593620672251,0.0,0.0,0.14526765586622253,0.0,2,2,S006,Northeast,Bronze,197.0,HC,2385.0,80.5,101.1162697096763,14.333333333333334,morning,Monday,0.3333333333333333,0.0,0.0,0
C00347,328,2,2023-07-13 13:38:00,0.0,0.0,0.0,0.0,1.0,600.98,300.49,428.05,172.93,180.397082016312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.93,172.93,6,8,23.0,Electronics,0.0,0.09095736373574888,0.06384507262220834,0.0,0.2859597063876308,0.0,0.0,0.3206934249570514,0.20477380394606695,0.03377062835129367,0.0,2,2,S011,Northeast,Gold,0.0,NR,1286.0,209.0,0.0,15.5,afternoon,Wednesday,0.0,0.0,0.0,0
C00349,105,2,2024-03-14 18:13:00,0.0,0.0,0.0,1.0,2.0,405.5,202.75,218.49,187.01,22.259721471752528,0.0,0.0,0.0,0.0,0.0,0.0,218.49,218.49,405.5,202.75,4,9,25.0,Sports,0.0,0.0,0.0,0.1050344299923489,0.0,0.0,0.0,0.273221117061974,0.5296710022953328,0.09207345065034431,0.0,1,1,S002,West,Bronze,78.0,AR,2550.0,186.0,0.0,17.5,evening,Tuesday,0.0,0.0,0.0,0
C00350,17,7,2023-02-27 08:55:00,1.0,1.0,1.0,1.0,2.0,1409.17,201.31,395.02,85.67,111.55742079007264,297.27,297.27,297.27,297.27,297.27,297.27,297.27,297.27,497.61,248.805,9,25,65.0,Apparel,0.07109689517581072,0.01495609052364712,0.7061783203022658,0.005610624342918685,0.051456644060653825,0.0033786382655171527,0.02745610445962413,0.1124432666376055,0.0,0.007423416231957089,0.0,7,4,S005,West,Bronze,369.0,LP,1370.0,108.83333333333333,95.36963178426699,13.428571428571429,morning,Monday,0.2857142857142857,322.16,1.0,1
C00351,68,2,2023-09-04 21:57:00,0.0,0.0,1.0,1.0,1.0,619.53,309.765,313.59,305.94,5.409366876077073,0.0,0.0,0.0,0.0,313.59,313.59,313.59,313.59,313.59,313.59,4,5,13.0,Grocery,0.0,0.0,0.0,0.0,0.5313789168787852,0.09972790309839374,0.1411392960589836,0.0,0.0,0.22775388396383747,0.0,2,2,S009,Southwest,Bronze,0.0,NR,2493.0,416.0,0.0,10.5,night,Monday,0.0,0.0,0.0,0
C00352,233,5,2023-03-30 12:29:00,0.0,0.0,0.0,0.0,2.0,1049.32,209.86399999999998,403.96,85.85,119.35772295917846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.57,176.285,9,16,56.0,Sports,0.0,0.025890220635954413,0.8004469856919743,0.014270087195549917,0.03301692923818716,0.0010525087474341148,0.01602388522308759,0.06715362201542492,0.02950760870127549,0.012638152551112206,0.0,4,2,UNKNOWN,Northeast,Silver,1005.0,AR,2552.0,101.75,72.55515143668298,14.6,morning,Monday,0.2,0.0,0.0,0
C00353,64,2,2024-05-05 15:38:00,0.0,0.0,1.0,1.0,2.0,156.66,78.33,115.1,41.56,52.0006326884587,0.0,0.0,0.0,0.0,41.56,41.56,41.56,41.56,156.66,78.33,5,6,17.0,Toys,0.0,0.0,0.0,0.0,0.5903442642706981,0.06346995889181987,0.07123632516972189,0.1437112518579023,0.0,0.13123819980985793,0.0,2,2,S012,Northeast,Bronze,395.0,AR,1397.0,175.0,0.0,13.0,morning,Monday,0.5,0.0,0.0,0
C00356,414,2,2023-03-25 15:22:00,0.0,0.0,0.0,0.0,0.0,417.86,208.93,230.47,187.39,30.462160133516466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,8.0,Books,0.0,0.0,0.0,0.044451910527607996,0.4588884437954695,0.0,0.0,0.0,0.4966596456769225,0.0,0.0,2,1,S015,South,Gold,4076.0,NR,1170.0,232.0,0.0,12.5,morning,Monday,0.5,0.0,0.0,0
C00358,26,4,2023-01-13 13:22:00,1.0,1.0,1.0,2.0,2.0,1421.98,355.495,490.23,241.96,109.73674392229191,394.18,394.18,394.18,394.18,394.18,394.18,689.79,344.895,689.79,344.895,9,14,42.0,Books,0.0,0.06283428513924878,0.040197237666356384,0.19448036428589396,0.24137462577674912,0.056957407733527886,0.041938161966338774,0.0,0.2506930991974641,0.022013132405846687,0.0895116858285743,3,3,S006,Northeast,Bronze,351.0,LP,2474.0,230.33333333333334,242.6939087272965,12.75,morning,Wednesday,0.0,0.0,0.0,0
C00359,44,8,2023-01-19 11:04:00,0.0,1.0,1.0,3.0,4.0,2093.01,261.62625,491.04,41.72,164.58858248350205,0.0,0.0,436.14,436.14,436.14,436.14,968.9,322.96666666666664,1237.75,309.4375,10,35,113.0,Sports,0.0315679433078396,0.028898657350291058,0.6316768799464112,0.015289471488146656,0.04541282024101385,0.003420339801117333,0.015167678972973338,0.15791978384083974,0.04467642660760481,0.025969998443762306,0.0,6,4,S001,Northeast,Silver,1701.0,AR,2075.0,95.0,94.24966843443005,15.625,night,Wednesday,0.25,396.7,1.0,1
C00361,102,2,2023-12-01 18:41:00,0.0,0.0,0.0,1.0,1.0,109.19,54.595,90.66,18.53,51.003612126985665,0.0,0.0,0.0,0.0,0.0,0.0,18.53,18.53,18.53,18.53,8,11,39.0,Electronics,0.06309653689099466,0.0,0.04310962875222094,0.03625198715750756,0.46503537919640914,0.012487141922009913,0.062373367413733984,0.270702284841495,0.0,0.046943673825628876,0.0,2,1,S013,South,Bronze,0.0,LP,1989.0,294.0,0.0,19.5,evening,Friday,0.0,0.0,0.0,0
C00362,33,3,2023-05-22 16:53:00,0.0,1.0,1.0,1.0,2.0,608.1,202.70000000000002,330.59,83.14,123.93513343681042,0.0,0.0,83.14,83.14,83.14,83.14,83.14,83.14,413.72999999999996,206.86499999999998,8,14,40.0,Books,0.11014216456535177,0.21516819207482818,0.042954699473492154,0.3375682337784199,0.14258160126898073,0.07480581765104519,0.04072057848839374,0.0,0.0,0.03605871269948839,0.0,3,2,S005,South,Bronze,40.0,HC,1746.0,277.5,67.17514421272202,16.666666666666668,afternoon,Monday,0.3333333333333333,0.0,0.0,0
C00363,20,4,2023-08-10 18:41:00,2.0,2.0,2.0,2.0,3.0,1046.63,261.6575,458.0,24.59,185.54072461771477,564.04,282.02,564.04,282.02,564.04,282.02,564.04,282.02,588.63,196.21,6,10,43.0,Apparel,0.48216654536820536,0.0,0.015265540397549255,0.0,0.16629502882774072,0.0,0.06644316779964592,0.25048132261777567,0.01934839498908314,0.0,0.0,2,2,S006,Northeast,Bronze,182.0,NR,2180.0,162.33333333333334,140.59279260806127,13.75,afternoon,Wednesday,0.0,0.0,0.0,0
C00364,14,3,2023-04-17 17:20:00,2.0,2.0,2.0,2.0,2.0,438.58,146.19333333333333,207.12,53.83,81.33667090146568,384.75,192.375,384.75,192.375,384.75,192.375,384.75,192.375,384.75,192.375,4,5,20.0,Beauty,0.0,0.25945317044793487,0.14121166791323858,0.08850660683121417,0.0,0.0,0.0,0.5108285548076124,0.0,0.0,0.0,3,2,S001,Northeast,Bronze,462.0,HC,2346.0,304.5,416.4858941188765,17.0,evening,Monday,0.3333333333333333,0.0,0.0,0
C00365,81,3,2023-05-20 10:14:00,0.0,0.0,1.0,2.0,2.0,1056.96,352.32,480.68,99.76,218.7332658742149,0.0,0.0,0.0,0.0,480.68,480.68,580.44,290.22,580.44,290.22,5,7,21.0,Beauty,0.0,0.0,0.0775868603916614,0.12229943145925458,0.0,0.0,0.3342387871130765,0.36448515476942517,0.0,0.10138976626658244,0.0,3,2,S008,West,Bronze,369.0,LP,1209.0,255.0,264.45793616376875,15.666666666666666,morning,Friday,0.6666666666666666,854.22,2.0,1
C00366,511,2,2023-03-24 15:55:00,0.0,0.0,0.0,0.0,0.0,543.14,271.57,351.22,191.92,112.64211024301704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,10,24.0,Grocery,0.0,0.0,0.011117480664229528,0.18729618735257356,0.12110817693992049,0.14803259122818557,0.15111503726188574,0.0,0.3333364659004407,0.04799406065276433,0.0,2,1,S009,Southwest,Bronze,309.0,NR,1518.0,136.0,0.0,12.0,morning,Tuesday,0.0,0.0,0.0,0
C00367,11,13,2023-01-09 14:08:00,1.0,2.0,3.0,3.0,6.0,2936.2,225.86153846153846,498.9,26.89,158.38580622676565,291.04,291.04,675.85,337.925,842.79,280.93,842.79,280.93,1157.89,192.98166666666668,11,58,191.0,Apparel,0.12899679108496195,0.018450206983690164,0.5463778908706437,0.01741399971786668,0.09570833975788087,0.017964675220961474,0.0293212444047854,0.042269851617556566,0.059448115354098406,0.02879165860180912,0.015257226385745613,9,5,S001,Northeast,Bronze,215.0,LP,1959.0,58.833333333333336,55.765472102259466,13.76923076923077,morning,Monday,0.07692307692307693,99.33,1.0,1
C00368,12,7,2023-02-18 18:21:00,1.0,1.0,1.0,3.0,4.0,1410.62,201.51714285714283,359.45,40.95,123.81357393467079,116.91,116.91,116.91,116.91,116.91,116.91,609.95,203.3166666666667,896.65,224.1625,10,26,90.0,Apparel,0.2765977481153449,0.06424376965262996,0.004836472998499124,0.07288379339272161,0.1985093961684862,0.00590648914860955,0.11149568284150636,0.19080099982309065,0.04642300734459085,0.028302640514520833,0.0,5,3,S008,West,Bronze,287.0,HC,2268.0,111.16666666666667,66.63757698676227,14.857142857142858,evening,Saturday,0.5714285714285714,0.0,0.0,0
C00369,560,1,2023-06-20 13:03:00,0.0,0.0,0.0,0.0,0.0,238.55,238.55,238.55,238.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,S005,West,Bronze,193.0,HS,1723.0,0.0,0.0,13.0,afternoon,Tuesday,0.0,0.0,0.0,0
C00371,727,1,2023-01-04 21:24:00,0.0,0.0,0.0,0.0,0.0,440.24,440.24,440.24,440.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,14.0,Beauty,0.0,0.0,0.10711987127916332,0.0,0.6911772593188523,0.0,0.0,0.0,0.050254759989273264,0.1514481094127112,0.0,1,1,S013,South,Bronze,214.0,HS,1587.0,0.0,0.0,21.0,night,Wednesday,0.0,0.0,0.0,0
C00373,9,1,2024-12-22 08:52:00,1.0,1.0,1.0,1.0,1.0,53.44,53.44,53.44,53.44,0.0,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,3,4,14.0,Sports,0.5353344925414112,0.0,0.1291113754919008,0.0,0.0,0.0,0.0,0.0,0.335554131966688,0.0,0.0,1,1,S011,West,Bronze,428.0,AR,1616.0,0.0,0.0,8.0,morning,Sunday,1.0,457.64,1.0,1
C00374,190,6,2023-01-30 14:15:00,0.0,0.0,0.0,0.0,3.0,1709.96,284.99333333333334,495.55,107.18,146.08653362533684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.3799999999999,245.12666666666664,10,26,93.0,Jewelry,0.042502928687836984,0.045484277473309215,0.5316353718971615,0.032332898495559856,0.14797264587082734,0.009344084789670325,0.05706968614074702,0.08583457440714859,0.021851521993798945,0.0259720102439403,0.0,6,4,S001,Southwest,Silver,1986.0,HS,1269.0,101.6,94.34405121680963,13.333333333333334,afternoon,Monday,0.16666666666666666,0.0,0.0,0
C00377,101,8,2023-02-16 08:13:00,0.0,0.0,0.0,4.0,4.0,1287.92,160.99,315.64,21.97,108.4745389480868,0.0,0.0,0.0,0.0,0.0,0.0,727.41,181.8525,727.41,181.8525,9,24,60.0,Sports,0.24543453603866325,0.0416145227328013,0.01575015460004748,0.017341582576941003,0.1669651204708048,0.02786317822527938,0.07622441772200127,0.23881384395799568,0.16999264367546593,0.0,0.0,7,4,S015,South,Gold,3662.0,NR,1442.0,82.85714285714286,68.62562342504576,13.125,morning,Thursday,0.5,0.0,0.0,0
C00379,199,8,2023-02-26 13:07:00,0.0,0.0,0.0,0.0,3.0,1377.53,172.19125,341.25,15.08,111.89185792381346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.32,168.44,10,37,115.0,Apparel,0.21759006160200386,0.10273889280547809,0.04296897328527899,0.04177298862788608,0.22372534564103166,0.03559813156710632,0.05067984985702413,0.186819838688638,0.08528132754296971,0.01282459038258318,0.0,6,4,S009,Northeast,Gold,4202.0,HS,2066.0,67.28571428571429,87.82314479625951,16.5,evening,Monday,0.375,0.0,0.0,0
C00382,44,6,2023-01-04 08:38:00,0.0,1.0,1.0,1.0,3.0,1455.77,242.62833333333333,386.01,52.58,126.31005904783146,0.0,0.0,386.01,386.01,386.01,386.01,386.01,386.01,858.3,286.09999999999997,11,24,66.0,Electronics,0.12269201285146702,0.10691859958931367,0.007536327903524811,0.008736109606960009,0.522219320095388,0.008993054007164715,0.05805669340162533,0.034252175002495125,0.05977248741290965,0.04299465513177426,0.027828564997377472,4,2,S007,South,Silver,1530.0,AR,2426.0,136.2,125.6451352022831,14.0,afternoon,Monday,0.3333333333333333,0.0,0.0,0
C00383,124,5,2023-03-19 14:28:00,0.0,0.0,0.0,1.0,3.0,1344.5,268.9,435.93,173.8,103.31489655417558,0.0,0.0,0.0,0.0,0.0,0.0,286.43,286.43,896.1600000000001,298.72,10,21,77.0,Grocery,0.08562381913663171,0.0090913009432539,0.0,0.034373450958699404,0.10084303766550046,0.04706391568904948,0.03859941522568408,0.4977568085977629,0.027054792060287783,0.11722785364837389,0.04236560607475628,4,2,S005,West,Bronze,392.0,NR,1779.0,131.75,125.43623878289719,12.2,morning,Tuesday,0.4,0.0,0.0,0
C00384,74,9,2023-03-24 17:28:00,0.0,0.0,1.0,3.0,4.0,2381.13,264.57,455.99,43.14,125.38588098346641,0.0,0.0,0.0,0.0,312.74,312.74,875.12,291.70666666666665,1066.3300000000002,266.58250000000004,10,28,100.0,Beauty,0.07366177130921056,0.04479535587251331,0.07324186273893794,0.027425853188316727,0.26453933424568943,0.0021286605989367423,0.13792617271728352,0.25810277951888283,0.083161819583371,0.0350163902268579,0.0,5,4,S015,South,Silver,1038.0,NR,1556.0,71.25,62.568248451476684,16.444444444444443,evening,Monday,0.2222222222222222,0.0,0.0,0
C00385,64,6,2023-05-03 16:46:00,0.0,0.0,2.0,3.0,5.0,2185.22,364.2033333333333,492.82,149.14,123.76662388005366,0.0,0.0,0.0,0.0,724.74,362.37,1217.56,405.8533333333333,2036.08,407.216,9,21,66.0,Books,0.15288070523375877,0.012110515734027164,0.0,0.14577014401251806,0.07034324651340508,0.0010807761938119195,0.02840585511412742,0.5225352753341036,0.0432674375233122,0.023606044340935765,0.0,5,3,S008,Northeast,Silver,0.0,NR,1753.0,108.4,127.24896856163511,16.833333333333332,morning,Wednesday,0.3333333333333333,0.0,0.0,0
C00386,210,7,2023-01-06 21:48:00,0.0,0.0,0.0,0.0,4.0,2748.05,392.5785714285715,497.99,281.92,83.08487997796216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.87,413.4675,9,30,105.0,Home & Garden,0.22028904699611843,0.12474616421340186,0.057024178528832924,0.0,0.15434700486143987,0.02261963480639196,0.1722107756693759,0.1258893531662045,0.0675042354078446,0.05536960635038988,0.0,7,5,S001,South,Bronze,484.0,LP,1890.0,85.16666666666667,79.23993101124373,16.428571428571427,night,Tuesday,0.2857142857142857,0.0,0.0,0
C00387,317,1,2024-02-18 20:10:00,0.0,0.0,0.0,0.0,1.0,73.56,73.56,73.56,73.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.56,73.56,2,2,8.0,Books,0.0,0.0,0.0,0.6840741478971497,0.0,0.3159258521028503,0.0,0.0,0.0,0.0,0.0,1,1,S009,Southwest,Bronze,153.0,LP,2368.0,0.0,0.0,20.0,evening,Sunday,1.0,0.0,0.0,0
C00388,5,1,2024-12-26 09:01:00,1.0,1.0,1.0,1.0,1.0,58.72,58.72,58.72,58.72,0.0,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,1,1,5.0,Books,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,S009,Southwest,Silver,1157.0,NR,2298.0,0.0,0.0,9.0,morning,Thursday,0.0,0.0,0.0,0
C00389,58,5,2023-02-27 15:16:00,0.0,1.0,1.0,3.0,3.0,551.66,110.332,218.23,32.78,70.0446241334765,0.0,0.0,32.78,32.78,32.78,32.78,334.39,111.46333333333332,334.39,111.46333333333332,8,15,48.0,Home & Garden,0.05522465622001919,0.04101375119923249,0.0,0.02513641269587464,0.1846268388231532,0.0,0.18494163735209465,0.45675767508794374,0.048289094979213305,0.004009933642468821,0.0,5,3,S002,West,Bronze,447.0,LP,2567.0,153.25,173.3635390347886,12.6,night,Monday,0.0,0.0,0.0,0
C00390,46,7,2023-08-25 17:47:00,0.0,1.0,1.0,1.0,3.0,1533.5500000000002,219.07857142857145,433.67,15.11,139.45125139017475,0.0,0.0,433.67,433.67,433.67,433.67,433.67,433.67,775.44,258.48,10,26,86.0,Books,0.06488994137971194,0.0,0.011458778161678118,0.07178558950269807,0.4161749291509763,0.0060431952586151114,0.1134215225746341,0.1997796886525098,0.07476513063395317,0.02411616651785136,0.01756505816737192,6,4,S015,South,Silver,1067.0,AR,1809.0,74.16666666666667,74.16850184995424,13.142857142857142,evening,Friday,0.42857142857142855,335.98999999999995,2.0,1
